"Freq [GHz]","dB(S(WavePort1,WavePort1)) [] - split1x='25mm' split2x='10mm'","dB(S(WavePort1,WavePort1)) [] - split1x='25mm' split2x='11mm'","dB(S(WavePort1,WavePort1)) [] - split1x='25mm' split2x='12mm'","dB(S(WavePort1,WavePort1)) [] - split1x='25mm' split2x='13mm'","dB(S(WavePort1,WavePort1)) [] - split1x='25mm' split2x='14mm'","dB(S(WavePort1,WavePort1)) [] - split1x='25mm' split2x='15mm'"
2.206,-1.3427689991761,-1.27344490302282,-1.23756201813322,-1.23278933123309,-1.23798681396342,-1.48896699998239
2.207,-1.33321325865953,-1.26505854055108,-1.22992526191503,-1.2259910445199,-1.23261719157079,-1.48901462791416
2.208,-1.32382787996711,-1.25682447466633,-1.22243745845739,-1.21933160314171,-1.22739112202269,-1.48932023078437
2.209,-1.31460995546102,-1.24874026002004,-1.21509633839235,-1.21280913098437,-1.22230724133322,-1.48988588051221
2.21,-1.30555665418256,-1.24080351665943,-1.20789969403406,-1.20642180849618,-1.21736424433004,-1.49071381902059
2.211,-1.29666521988989,-1.23301192842963,-1.20084537797025,-1.20016787150434,-1.21256088385064,-1.49180646181935
2.212,-1.28793296916171,-1.22536324142927,-1.19393130170167,-1.19404561007594,-1.20789596998563,-1.49316640182308
2.213,-1.27935728956426,-1.21785526251867,-1.1871554343287,-1.18805336742247,-1.203368369368,-1.49479641341185
2.214,-1.27093563788022,-1.21048585787866,-1.18051580128327,-1.18218953884651,-1.19897700450791,-1.49669945674351
2.215,-1.26266553839676,-1.20325295161824,-1.17401048310504,-1.1764525707296,-1.19472085317214,-1.49887868232727
2.216,-1.25454458125131,-1.19615452442964,-1.16763761426065,-1.1708409595601,-1.19059894780755,-1.50133743586822
2.217,-1.2465704208331,-1.18918861228975,-1.16139538200427,-1.16535325100003,-1.18661037500844,-1.50407926339358
2.218,-1.23874077423858,-1.18235330520583,-1.15528202527911,-1.15998803898999,-1.18275427502655,-1.50710791667188
2.219,-1.23105341977911,-1.17564674600466,-1.14929583365804,-1.15474396489112,-1.17902984132398,-1.51042735893685
2.22,-1.22350619553928,-1.16906712916369,-1.14343514632271,-1.14961971666331,-1.17543632016834,-1.51404177092872
2.221,-1.21609699798419,-1.16261269968277,-1.13769835107972,-1.14461402807867,-1.17197301026979,-1.51795555726644
2.222,-1.20882378061445,-1.15628175199568,-1.13208388341351,-1.13972567796969,-1.16863926245962,-1.5221733531645
2.223,-1.20168455266706,-1.15007262891988,-1.12659022557431,-1.13495348951111,-1.16543447941044,-1.52670003150994
2.224,-1.19467737786117,-1.14398372064371,-1.12121590570062,-1.13029632953478,-1.16235811539748,-1.53154071031471
2.225,-1.18780037318709,-1.13801346374985,-1.11595949697539,-1.12575310787713,-1.15940967610097,-1.53670076056078
2.226,-1.18105170773746,-1.13216034027394,-1.11081961681507,-1.12132277675812,-1.15658871844991,-1.54218581445517
2.227,-1.17442960157938,-1.12642287679779,-1.10579492609039,-1.11700433019154,-1.1538948505063,-1.54800177411394
2.228,-1.16793232466605,-1.12079964357567,-1.10088412837882,-1.1127968034258,-1.15132773139103,-1.55415482069491
2.229,-1.16155819578718,-1.11528925369344,-1.09608596924719,-1.10869927241467,-1.1488870712505,-1.56065142399991
2.23,-1.15530558155681,-1.10989036225911,-1.09139923556461,-1.10471085331774,-1.14657263126479,-1.56749835256883
2.231,-1.14917289543764,-1.10460166562452,-1.08682275484431,-1.10083070202978,-1.14438422369731,-1.57470268428893
2.232,-1.14315859680087,-1.09942190063696,-1.08235539461421,-1.09705801373885,-1.14232171198612,-1.5822718175439
2.233,-1.13726119002048,-1.09434984392019,-1.07799606181574,-1.09339202251253,-1.14038501087735,-1.59021348292905
2.234,-1.13147922360129,-1.08938431118434,-1.07374370222992,-1.08983200091221,-1.13857408660102,-1.59853575556021
2.235,-1.12581128933976,-1.08452415656355,-1.06959729993063,-1.08637725963469,-1.13688895708987,-1.60724706800557
2.236,-1.12025602151661,-1.07976827198129,-1.06555587676431,-1.08302714718121,-1.13532969224119,-1.61635622387117
2.237,-1.11481209612085,-1.07511558654222,-1.06161849185574,-1.07978104955333,-1.13389641422277,-1.62587241207307
2.238,-1.10947823010398,-1.07056506595049,-1.05778424113959,-1.07663838997557,-1.13258929782327,-1.63580522183029
2.239,-1.10425318066403,-1.06611571195355,-1.05405225691693,-1.07359862864456,-1.13140857084767,-1.64616465841532
2.24,-1.0991357445586,-1.06176656181121,-1.0504217074369,-1.07066126250449,-1.13035451455829,-1.65696115970063
2.241,-1.09412475744619,-1.05751668778936,-1.04689179650281,-1.06782582504883,-1.12942746416302,-1.668205613542
2.242,-1.08921909325535,-1.05336519667786,-1.04346176310219,-1.06509188614793,-1.1286278093504,-1.67990937604183
2.243,-1.08441766358096,-1.04931122933236,-1.04013088106136,-1.06245905190284,-1.12795599487342,-1.69208429073799
2.244,-1.07971941710714,-1.04535396023931,-1.03689845872294,-1.05992696452478,-1.12741252118266,-1.70474270876655
2.245,-1.07512333905616,-1.04149259710415,-1.03376383864719,-1.05749530224067,-1.12699794510981,-1.71789751004921
2.246,-1.07062845066308,-1.03772638046195,-1.03072639733661,-1.05516377922444,-1.12671288060269,-1.73156212555964
2.247,-1.06623380867529,-1.03405458331064,-1.02778554498319,-1.0529321455543,-1.12655799951331,-1.74575056072559
2.248,-1.06193850487698,-1.03047651076591,-1.02494072523877,-1.05080018719592,-1.12653403243962,-1.76047742002726
2.249,-1.05774166563763,-1.02699149973817,-1.02219141500813,-1.04876772601168,-1.12664176962315,-1.77575793285593
2.25,-1.05364245148454,-1.02359891863072,-1.01953712426432,-1.04683461979613,-1.12688206190315,-1.79160798070029
2.251,-1.04964005669878,-1.02029816705929,-1.01697739588699,-1.04500076233771,-1.12725582172947,-1.80804412573197
2.252,-1.04573370893434,-1.01708867559255,-1.01451180552268,-1.04326608350702,-1.12776402423548,-1.82508364086621
2.253,-1.0419226688602,-1.0139699055135,-1.0121399614678,-1.04163054937178,-1.12840770837269,-1.84274454137791
2.254,-1.03820622982488,-1.01094134860137,-1.00986150457381,-1.0400941623388,-1.12918797810915,-1.8610456181575
2.255,-1.03458371754342,-1.0080025269343,-1.0076761081749,-1.03865696132312,-1.13010600369356,-1.88000647269666
2.256,-1.03105448980638,-1.00515299271202,-1.00558347803795,-1.03731902194478,-1.13116302298669,-1.89964755389945
2.257,-1.02761793621072,-1.0023923280993,-1.00358335233513,-1.03608045675343,-1.13236034286305,-1.91999019681899
2.258,-1.02427347791239,-0.999720145089148,-1.00167550163878,-1.0349414154813,-1.13369934068413,-1.94105666342671
2.259,-1.02102056740044,-0.997136085386419,-0.999859728939253,-1.03390208532476,-1.1351814658466,-1.96287018552731
2.26,-1.01785868829252,-0.994639820311517,-0.998135869685311,-1.03296269125515,-1.13680824140707,-1.98545500993894
2.261,-1.01478735515161,-0.992231050724096,-0.996503791847657,-1.03212349635917,-1.13858126578672,-2.0088364460661
2.262,-1.01180611332393,-0.989909506966915,-0.994963396005465,-1.03138480220944,-1.14050221455829,-2.03304091599865
2.263,-1.00891453879801,-0.987674948829888,-0.993514615456323,-1.03074694926589,-1.14257284231833,-2.05809600728132
2.264,-1.00611223808472,-0.985527165534197,-0.992157416349705,-1.03021031730834,-1.14479498464802,-2.08403052850298
2.265,-1.00339884811838,-0.983465975736769,-0.990891797844525,-1.02977532590121,-1.14717056016538,-2.11087456786751
2.266,-1.00077403617891,-0.981491227555076,-0.989717792290523,-1.02944243489083,-1.14970157267289,-2.13865955491558
2.267,-0.998237499834954,-0.979602798612349,-0.988635465434388,-1.02921214493621,-1.15239011340336,-2.16741832557816
2.268,-0.995788966908218,-0.97780059610356,-0.987644916650612,-1.02908499807398,-1.15523836336844,-2.19718519075297
2.269,-0.993428195458832,-0.976084556882051,-0.986746279197578,-1.02906157831837,-1.15824859581325,-2.22799600860721
2.27,-0.99115497379209,-0.974454647567136,-0.985939720499375,-1.02914251229707,-1.16142317878157,-2.25988826082269
2.271,-0.988969120486473,-0.972910864673013,-0.985225442453585,-1.02932846992396,-1.16476457779564,-2.2929011330124
2.272,-0.986870484443252,-0.971453234758987,-0.984603681765711,-1.02962016510961,-1.16827535865547,-2.32707559955164
2.273,-0.984858944957724,-0.970081814601452,-0.984074710310676,-1.03001835651058,-1.17195819036201,-2.36245451308352
2.274,-0.982934411812363,-0.968796691387753,-0.983638835522021,-1.03052384831873,-1.17581584816967,-2.39908269897336
2.275,-0.981096825392021,-0.967597982932474,-0.983296400809202,-1.03113749109152,-1.17985121677297,-2.43700705500473
2.276,-0.979346156821516,-0.966485837916262,-0.983047786003874,-1.03186018262462,-1.18406729363311,-2.47627665662973
2.277,-0.977682408125764,-0.965460436147663,-0.982893407835579,-1.03269286886805,-1.18846719245037,-2.51694286810393
2.278,-0.976105612412856,-0.964521988848409,-0.982833720437683,-1.03363654488715,-1.19305414678798,-2.55905945985988
2.279,-0.97461583408034,-0.963670738962474,-0.982869215884266,-1.03469225586989,-1.19783151385431,-2.60268273249696
2.28,-0.97321316904509,-0.962906961489408,-0.983000424758698,-1.03586109818188,-1.2028027784497,-2.64787164778718
2.281,-0.971897744997128,-0.962230963842441,-0.983227916754813,-1.03714422047063,-1.20797155708513,-2.69468796712815
2.282,-0.97066972167781,-0.961643086231918,-0.983552301311441,-1.03854282482077,-1.21334160228011,-2.74319639789864
2.283,-0.969529291182849,-0.961143702074444,-0.983974228281346,-1.04005816796181,-1.21891680704724,-2.79346474820825
2.284,-0.968476678290585,-0.96073321842851,-0.984494388635417,-1.04169156253029,-1.22470120957206,-2.84556409056253
2.285,-0.967512140816056,-0.96041207645715,-0.985113515203114,-1.04344437838818,-1.23069899809589,-2.89956893500485
2.286,-0.966635969991423,-0.96018075191819,-0.985832383450431,-1.04531804399944,-1.23691451601159,-2.95555741233377
2.287,-0.965848490873244,-0.960039755682906,-0.98665181229621,-1.04731404786686,-1.24335226718046,-3.01361146803964
2.288,-0.965150062777278,-0.959989634283749,-0.987572664968214,-1.04943394003124,-1.25001692148121,-3.07381706764782
2.289,-0.964541079741432,-0.960030970491857,-0.988595849900002,-1.05167933363522,-1.25691332060022,-3.13626441421148
2.29,-0.96402197101752,-0.960164383925313,-0.989722321670098,-1.05405190655405,-1.26404648407487,-3.20104817874495
2.291,-0.963593201592569,-0.960390531688722,-0.990953081984624,-1.05655340309592,-1.27142161560046,-3.26826774445464
2.292,-0.963255272740436,-0.960710109045306,-0.992289180704938,-1.05918563577412,-1.27904410961309,-3.33802746568314
2.293,-0.963008722604489,-0.961123850122176,-0.993731716921712,-1.0619504871541,-1.28691955816087,-3.41043694255527
2.294,-0.962854126812273,-0.961632528649967,-0.99528184007693,-1.06484991177792,-1.29505375807637,-3.48561131238529
2.295,-0.962792099122936,-0.962236958737664,-0.99694075113574,-1.06788593816933,-1.30345271846422,-3.56367155898817
2.296,-0.962823292108474,-0.962937995683916,-0.998709703809381,-1.07106067092233,-1.31212266851829,-3.64474484112038
2.297,-0.962948397869654,-0.963736536825721,-1.00059000583141,-1.07437629287659,-1.32107006568327,-3.72896484136386
2.298,-0.963168148787718,-0.964633522425848,-1.00258302028891,-1.07783506738315,-1.33030160417696,-3.8164721368653
2.299,-0.963483318312911,-0.965629936600173,-1.00469016701058,-1.08143934066372,-1.33982422388943,-3.90741459343185
2.3,-0.963894721790977,-0.966726808286134,-1.00691292401392,-1.08519154426759,-1.34964511967675,-4.00194778459247
2.301,-0.964403217328784,-0.967925212253797,-1.00925282901344,-1.08909419762984,-1.35977175106778,-4.10023543731528
2.302,-0.965009706700358,-0.969226270160882,-1.0117114809924,-1.09314991073484,-1.37021185240266,-4.20244990617358
2.303,-0.965715136294597,-0.970631151653148,-1.01429054184009,-1.09736138688957,-1.38097344342376,-4.30877267781974
2.304,-0.966520498106003,-0.972141075511844,-1.01699173805741,-1.1017314256109,-1.3920648403399,-4.4193949076771
2.305,-0.967426830769935,-0.973757310849705,-1.01981686253311,-1.10626292563159,-1.40349466738593,-4.53451799078967
2.306,-0.968435220643769,-0.975481178357255,-1.02276777639344,-1.11095888802998,-1.41527186890122,-4.6543541687233
2.307,-0.969546802935611,-0.977314051601114,-1.02584641092792,-1.11582241948824,-1.42740572195114,-4.77912717430377
2.308,-0.970762762882152,-0.979257358376264,-1.02905476959433,-1.12085673568468,-1.43990584951725,-4.90907291575893
2.309,-0.972084336977363,-0.981312582114051,-1.03239493010576,-1.12606516482556,-1.45278223428295,-5.04444020145595
2.31,-0.973512814253825,-0.98348126334807,-1.035869046603,-1.13145115132234,-1.4660452330428,-5.18549150581731
2.311,-0.975049537618571,-0.985765001239932,-1.03947935191566,-1.13701825962031,-1.47970559176457,-5.33250377611593
2.312,-0.976695905245333,-0.988165455167164,-1.04322815991541,-1.14277017818508,-1.49377446133562,-5.48576927851596
2.313,-0.978453372025277,-0.990684346375491,-1.04711786796492,-1.14871072365351,-1.50826341402496,-5.64559647983565
2.314,-0.980323451078338,-0.993323459697936,-1.05115095946659,-1.1548438451562,-1.52318446069591,-5.81231095880336
2.315,-0.98230771532732,-0.996084645343152,-1.05533000651453,-1.16117362881851,-1.53855006880386,-5.98625633680472
2.316,-0.984407799137143,-0.998969820755667,-1.05965767265451,-1.16770430244809,-1.55437318121703,-6.1677952128125
2.317,-0.986625400021596,-1.00198097255072,-1.0641367157557,-1.17444024041665,-1.57066723589876,-6.35731007986244
2.318,-0.988962280420155,-1.00512015852647,-1.06876999099911,-1.18138596874432,-1.58744618649195,-6.55520419027404
2.319,-0.991420269547451,-1.00838950975668,-1.07356045398714,-1.18854617039542,-1.60472452384842,-6.76190232278814
2.32,-0.994001265318152,-1.01179123276673,-1.07851116397935,-1.19592569079465,-1.62251729854766,-6.97785138541439
2.321,-0.996707236350123,-1.01532761179637,-1.08362528725955,-1.2035295435732,-1.64084014445122,-7.20352076116747
2.322,-0.999540224048854,-1.01900101115247,-1.0889061006396,-1.21136291655483,-1.65970930334188,-7.43940226705196
2.323,-1.00250234477619,-1.0228138776553,-1.0943569951053,-1.2194311779922,-1.67914165069773,-7.68600954602111
2.324,-1.00559579210674,-1.02676874318187,-1.0999814796107,-1.22773988306443,-1.69915472265457,-7.94387664175302
2.325,-1.00882283917519,-1.03086822731032,-1.10578318502635,-1.23629478064711,-1.71976674421181,-8.21355540961248
2.326,-1.01218584111817,-1.03511504006911,-1.11176586824826,-1.24510182036682,-1.74099665873932,-8.49561128415332
2.327,-1.01568723761424,-1.03951198479529,-1.1179334164741,-1.25416715995231,-1.76286415884538,-8.7906167398764
2.328,-1.0193295555259,-1.04406196110602,-1.12428985165349,-1.26349717289551,-1.78538971866814,-9.09914152911062
2.329,-1.02311541164756,-1.04876796798791,-1.13083933511964,-1.27309845643573,-1.80859462765558,-9.42173843336216
2.33,-1.02704751556356,-1.05363310700877,-1.13758617240998,-1.28297783988125,-1.83250102590153,-9.75892278969283
2.331,-1.0311286726207,-1.05866058565666,-1.14453481828337,-1.29314239328296,-1.85713194110747,-10.1111434100342
2.332,-1.03536178701956,-1.06385372081125,-1.15168988194237,-1.30359943647549,-1.88251132724328,-10.4787416512874
2.333,-1.03974986502956,-1.06921594235279,-1.15905613246882,-1.31435654850184,-1.90866410498188,-10.8618942697645
2.334,-1.04429601833223,-1.0747507969141,-1.16663850448183,-1.32542157743808,-1.93561620398535,-11.2605342770806
2.335,-1.04900346749816,-1.08046195178136,-1.17444210402726,-1.33680265063591,-1.96339460712323,-11.6742423403605
2.336,-1.05387554560255,-1.08635319894947,-1.18247221470821,-1.34850818540073,-1.99202739670564,-12.1020995235026
2.337,-1.05891570198493,-1.09242845933824,-1.19073430406695,-1.36054690012457,-2.02154380281591,-12.5424908553708
2.338,-1.06412750615883,-1.0986917871759,-1.19923403022821,-1.37292782589345,-2.05197425383126,-12.9928494579238
2.339,-1.069514651877,-1.10514737455614,-1.20797724881479,-1.38566031858935,-2.08335042921944,-13.4493349662224
2.34,-1.07508096135853,-1.11179955617621,-1.21697002014704,-1.39875407150866,-2.11570531470423,-13.9064515266761
2.341,-1.08083038968408,-1.1186528142626,-1.22621861673723,-1.41221912851872,-2.1490732598917,-14.3566354226552
2.342,-1.08676702936572,-1.12571178369228,-1.23572953109165,-1.42606589777577,-2.18349003845218,-14.7898866378533
2.343,-1.09289511509836,-1.13298125731662,-1.24550948383256,-1.44030516602808,-2.21899291095287,-15.1935844256749
2.344,-1.09921902869947,-1.14046619149661,-1.25556543215295,-1.4549481135289,-2.25562069043672,-15.5527006114061
2.345,-1.10574330424469,-1.14817171185699,-1.26590457861798,-1.47000632958516,-2.29341381084326,-15.8506607612275
2.346,-1.11247263340669,-1.15610311926841,-1.27653438032686,-1.48549182876817,-2.33241439836623,-16.0710214942042
2.347,-1.11941187100483,-1.16426589606595,-1.28746255844912,-1.5014170678138,-2.37266634584031,-16.1998580089433
2.348,-1.12656604077409,-1.17266571251357,-1.29869710815144,-1.51779496324077,-2.41421539024849,-16.2283303662072
2.349,-1.13394034136098,-1.18130843352368,-1.31024630892876,-1.53463890971589,-2.45710919343612,-16.1545645810215
2.35,-1.14154015255526,-1.19020012564148,-1.32211873535709,-1.55196279919663,-2.50139742611301,-15.9840746747681
2.351,-1.14937104176609,-1.19934706430446,-1.33432326828311,-1.56978104088181,-2.54713185521942,-15.7285382000564
2.352,-1.15743877075151,-1.20875574138686,-1.34686910646831,-1.58810858200226,-2.59436643472098,-15.40345567943
2.353,-1.16574930261035,-1.21843287304016,-1.35976577870386,-1.60696092948395,-2.64315739988879,-15.025580738452
2.354,-1.17430880904628,-1.22838540784027,-1.37302315641488,-1.62635417251696,-2.6935633651067,-14.6108514531309
2.355,-1.18312367791308,-1.23862053525236,-1.3866514667714,-1.64630500606378,-2.74564542523006,-14.1731320543134
2.356,-1.19220052105132,-1.24914569442527,-1.40066130632449,-1.666830755342,-2.79946726050268,-13.7237074079818
2.357,-1.20154618242617,-1.25996858332657,-1.41506365518657,-1.68794940131567,-2.85509524501091,-13.2713003021142
2.358,-1.21116774657641,-1.27109716823059,-1.42986989177418,-1.70967960723097,-2.91259855862721,-12.8223706587882
2.359,-1.22107254738487,-1.28253969357112,-1.44509180813342,-1.73204074623123,-2.97204930235705,-12.3815190419196
2.36,-1.23126817718043,-1.29430469217114,-1.46074162586606,-1.75505293008689,-3.03352261696261,-11.9518898184106
2.361,-1.241762496182,-1.3064009958622,-1.47683201267654,-1.77873703907533,-3.09709680468333,-11.5355246606212
2.362,-1.25256364229464,-1.31883774650522,-1.49337609955887,-1.80311475304533,-3.16285345381354,-11.1336508441569
2.363,-1.26368004126796,-1.33162440742588,-1.5103874986425,-1.8282085836998,-3.23087756582266,-10.7469061170489
2.364,-1.27512041722697,-1.34477077527646,-1.52788032171606,-1.8540419081297,-3.30125768461602,-10.3755090805631
2.365,-1.28689380358516,-1.35828699233699,-1.54586919944687,-1.88063900363021,-3.37408602743044,-10.0193857733844
2.366,-1.29900955434924,-1.37218355926713,-1.56436930131505,-1.90802508382843,-3.44945861673067,-9.6782624207183
2.367,-1.31147735582498,-1.38647134832165,-1.58339635627754,-1.93622633614926,-3.5274754123254,-9.35173268723513
2.368,-1.32430723873243,-1.40116161704015,-1.60296667417911,-1.96526996064313,-3.60824044273971,-9.03930602483009
2.369,-1.33750959073882,-1.41626602242226,-1.62309716792445,-1.99518421019517,-3.69186193466513,-8.74044215057383
2.37,-1.35109516941629,-1.43179663559928,-1.64380537642337,-2.02599843213148,-3.7784524390522,-8.45457542164712
2.371,-1.36507511563063,-1.44776595701085,-1.66510948832113,-2.05774311123118,-3.86812895209428,-8.18113188792094
2.372,-1.37946096736648,-1.46418693209606,-1.68702836652121,-2.09044991414856,-3.96101302898271,-7.9195410577364
2.373,-1.39426467399247,-1.4810729675062,-1.70958157350628,-2.12415173523926,-4.05723088785704,-7.66924385932686
2.374,-1.40949861096881,-1.49843794784496,-1.73278939745968,-2.15888274377752,-4.15691350083199,-7.42969787400216
2.375,-1.42517559499781,-1.51629625294068,-1.75667287918512,-2.19467843253932,-4.26019666832261,-7.20038062090145
2.376,-1.44130889961523,-1.53466277565304,-1.78125383981803,-2.23157566771427,-4.36722107209027,-6.98079145767637
2.377,-1.45791227121865,-1.55355294021405,-1.80655490931651,-2.26961274009439,-4.47813230146524,-6.77045250522819
2.378,-1.4749999455256,-1.57298272110102,-1.83259955571377,-2.30882941747124,-4.59308084602544,-6.56890889137089
2.379,-1.4925866644509,-1.5929686624354,-1.85941211510617,-2.34926699815233,-4.71222204657792,-6.37572852618268
2.38,-1.51068769338931,-1.61352789789865,-1.88701782234315,-2.39096836548654,-4.83571599455162,-6.19050156231406
2.381,-1.52931883888479,-1.63467817115142,-1.91544284237536,-2.43397804326042,-4.96372736778188,-6.01283965030072
2.382,-1.54849646666303,-1.65643785673754,-1.94471430220563,-2.47834225179877,-5.09642518807684,-5.84237506760256
2.383,-1.56823751999796,-1.67882598145017,-1.97486032337866,-2.52410896456627,-5.23398248278705,-5.67875977731746
2.384,-1.58855953837712,-1.70186224612916,-2.00591005492358,-2.57132796502911,-5.37657582873271,-5.52166445599306
2.385,-1.60948067642291,-1.72556704785341,-2.03789370665545,-2.62005090348758,-5.52438475210781,-5.37077751797227
2.386,-1.63101972301908,-1.7499615024836,-2.07084258271714,-2.67033135353984,-5.67759095220458,-5.22580415503015
2.387,-1.65319612058204,-1.77506746750046,-2.10478911522534,-2.72222486777447,-5.83637730973091,-5.08646540378213
2.388,-1.67602998440689,-1.80090756507539,-2.1397668978589,-2.77578903222205,-6.0009266318827,-4.95249724882867
2.389,-1.69954212200552,-1.82750520529659,-2.17581071920042,-2.83108351901447,-6.17142007582671,-4.82364976637856
2.39,-1.7237540523414,-1.85488460946272,-2.21295659561325,-2.88817013661013,-6.34803517949312,-4.69968631078659
2.391,-1.74868802485087,-1.88307083333886,-2.25124180339838,-2.94711287683766,-6.530943413131,-4.58038274484626
2.392,-1.77436703812366,-1.9120897902559,-2.29070490993782,-3.00797795789024,-6.72030714646313,-4.46552671356039
2.393,-1.80081485809727,-1.94196827391208,-2.33138580348939,-3.07083386226362,-6.91627590400259,-4.35491696035406
2.394,-1.82805603559862,-1.97273398071813,-2.37332572124013,-3.13575136847261,-7.11898175467804,-4.24836268422346
2.395,-1.85611592304265,-2.00441553150001,-2.4165672751782,-3.20280357519541,-7.32853365095868,-4.14568293598724
2.396,-1.88502069007237,-2.03704249234962,-2.46115447527206,-3.27206591628723,-7.54501049705377,-4.04670605167459
2.397,-1.91479733789489,-2.07064539438167,-2.50713274937775,-3.3436161648601,-7.76845268571929,-3.95126912097258
2.398,-1.94547371203543,-2.10525575212354,-2.55454895921284,-3.41753442434703,-7.99885179983909,-3.85921748867791
2.399,-1.97707851319618,-2.14090608022535,-2.6034514116428,-3.49390310414721,-8.23613813058416,-3.77040428712953
2.4,-2.00964130586478,-2.17762990813734,-2.65388986442641,-3.57280687707757,-8.48016562301278,-3.68468999765493
2.401,-2.04319252427433,-2.21546179235357,-2.70591552544796,-3.65433261542796,-8.73069383000399,-3.60194203916423
2.402,-2.07776347526594,-2.25443732577001,-2.75958104433465,-3.73856930192437,-8.9873664486633,-3.52203438211451
2.403,-2.1133863375501,-2.29459314364533,-2.81494049521291,-3.82560791133301,-9.24968604863459,-3.44484718617247
2.404,-2.1500941568019,-2.33596692558817,-2.87204934919234,-3.91554125778091,-9.51698470697167,-3.37026646000536
2.405,-2.18792083595863,-2.37859739292397,-2.93096443498215,-4.00846380210918,-9.78839047861511,-3.2981837417276
2.406,-2.22690112001202,-2.42252430071034,-2.99174388583543,-4.10447141269531,-10.0627900073618,-3.22849579864161
2.407,-2.26707057450735,-2.46778842358424,-3.05444707079166,-4.20366107217164,-10.3387881840579,-3.16110434498478
2.408,-2.30846555686909,-2.51443153452231,-3.11913450792067,-4.30613052129433,-10.6146666570364,-3.09591577651048
2.409,-2.3511231795753,-2.56249637548657,-3.18586775698462,-4.41197782987691,-10.8883442546888,-3.03284092078388
2.41,-2.39508126409264,-2.61202661880474,-3.25470928861167,-4.52130088314936,-11.1573440090194,-2.97179480217968
2.411,-2.44037828436516,-2.66306681800078,-3.32572232670762,-4.63419677012995,-11.4187733934517,-2.91269642062082
2.412,-2.48705329852042,-2.71566234664009,-3.39897066043402,-4.75076105856199,-11.6693263588724,-2.8554685431787
2.413,-2.53514586731318,-2.76985932359078,-3.47451842162644,-4.87108693864564,-11.9053172692463,-2.80003750770909
2.414,-2.58469595767524,-2.8257045229198,-3.55242982303471,-4.99526421516576,-12.1227571085733,-2.7463330377606
2.415,-2.63574382957273,-2.88324526644633,-3.63276885221195,-5.1233781246411,-12.3174803367298,-2.69428806804456
2.416,-2.68832990419252,-2.94252929675214,-3.71559891527421,-5.25550795079688,-12.4853255458991,-2.64383857980569
2.417,-2.74249461128916,-3.00360462821683,-3.8009824240894,-5.39172540798058,-12.6223642222692,-2.59492344547626
2.418,-2.79827821331852,-3.06651937337957,-3.88898031972169,-5.53209275811362,-12.7251603057048,-2.54748428204336
2.419,-2.85572060376784,-3.13132154165361,-3.97965152418641,-5.67666062245549,-12.7910314197922,-2.50146531259147
2.42,-2.91486107686524,-3.19805880711278,-4.07305231170135,-5.8254654449428,-12.8182745930459,-2.45681323552522
2.421,-2.97573806561519,-3.26677824174385,-4.16923558975324,-5.97852655931957,-12.8063190579575,-2.41347710100591
2.422,-3.03838884486415,-3.33752601021158,-4.26825007933458,-6.1358428079548,-12.7557783456558,-2.37140819416851
2.423,-3.10284919585531,-3.41034702181461,-4.37013938275809,-6.29738865655105,-12.6683917910321,-2.3305599247143
2.424,-3.16915302848694,-3.4852845349262,-4.47494092647376,-6.46310974643928,-12.5468665634611,-2.29088772249892
2.425,-3.23733195725758,-3.56237970881467,-4.58268476540948,-6.63291782567336,-12.39464885426,-2.25234893876369
2.426,-3.30741482666139,-3.64167109733476,-4.69339223448077,-6.80668500276978,-12.2156618929886,-2.21490275267753
2.427,-3.37942718161141,-3.72319407857764,-4.80707443225889,-6.98423727423406,-12.0140476708395,-2.17851008287998
2.428,-3.45339067832301,-3.80698021418161,-4.92373052133232,-7.16534729094366,-11.7939408471351,-2.14313350373385
2.429,-3.52932243100442,-3.89305653164727,-5.04334582983796,-7.34972635157356,-11.5592914045551,-2.10873716601767
2.43,-3.60723428970171,-3.98144472270089,-5.1658897391193,-7.53701564670551,-11.31374111888,-2.07528672179978
2.431,-3.68713204475214,-4.07216025052604,-5.29131334368,-7.72677682877467,-11.0605502719904,-2.04274925325649
2.432,-3.76901455355014,-4.16521135858218,-5.419546871818,-7.91848205474616,-10.8025660261532,-2.01109320521134
2.433,-3.85287278576692,-4.26059797379181,-5.55049685886698,-8.11150374463788,-10.5422220501892,-1.98028832118056
2.434,-3.93868878382155,-4.35831049715422,-5.6840430702352,-8.30510442334367,-10.2815593614379,-1.95030558273162
2.435,-4.02643453635578,-4.45832847543168,-5.82003517883881,-8.49842716767608,-10.0222599118887,-1.92111715196593
2.436,-4.11607076375312,-4.56061914849579,-5.95828921167697,-8.6904873637161,-9.76568642630799,-1.89269631695231
2.437,-4.20754561646626,-4.66513586837332,-6.09858379370682,-8.8801666844499,-9.51292391192645,-1.8650174399474
2.438,-4.30079328913103,-4.77181638806859,-6.24065623449534,-9.06621040883137,-9.26481986676862,-1.83805590824756
2.439,-4.39573255625627,-4.88058102104644,-6.38419852495989,-9.24722939412717,-9.02202144608263,-1.81178808752822
2.44,-4.49226523876478,-4.99133067595682,-6.52885333831049,-9.42170814338899,-8.78500872495877,-1.7861912775344
2.441,-4.59027461492446,-5.1039447760029,-6.6742101613964,-9.58802042537389,-8.55412378153175,-1.76124366999224
2.442,-4.68962379432173,-5.21827907842265,-6.81980171987758,-9.74445374165868,-8.32959568965011,-1.73692430862261
