"Freq [GHz]","dB(S(WavePort1,WavePort1)) [] - split1x='25mm' split2x='10mm'","dB(S(WavePort1,WavePort1)) [] - split1x='25mm' split2x='11mm'","dB(S(WavePort1,WavePort1)) [] - split1x='25mm' split2x='12mm'","dB(S(WavePort1,WavePort1)) [] - split1x='25mm' split2x='13mm'","dB(S(WavePort1,WavePort1)) [] - split1x='25mm' split2x='14mm'","dB(S(WavePort1,WavePort1)) [] - split1x='25mm' split2x='15mm'"
6.492,-2.27880838994523,-13.8669443065073,-4.21980411130688,-3.34243785185873,-4.96905092162411,-3.36536933665444
6.493,-2.27593584717852,-13.3414073849241,-4.21918078840768,-3.34105137666092,-4.98547754128271,-3.36741600065659
6.494,-2.27305451856512,-12.8581547410921,-4.21851572814713,-3.33967797474459,-5.00167750044699,-3.36946643490114
6.495,-2.27016377106679,-12.4132237494231,-4.21780926674254,-3.33831753720471,-5.01764142671266,-3.37152037585956
6.496,-2.26726296513265,-12.0027958641113,-4.2170617424856,-3.33696995597954,-5.03335994059634,-3.37357756151635
6.497,-2.26435145461289,-11.6233509849953,-4.21627349564565,-3.3356351238436,-5.04882366613527,-3.37563773137407
6.498,-2.26142858667397,-11.2717181022454,-4.21544486837404,-3.3343129344007,-5.06402324181138,-3.37770062645849
6.499,-2.25849370171572,-10.9450754177993,-4.21457620460935,-3.33300328207703,-5.07894933178302,-3.37976598932384
6.5,-2.25554613329016,-10.6409274613967,-4.21366784998366,-3.33170606211441,-5.09359263740582,-3.38183356405815
6.501,-2.25258520802251,-10.3570732786289,-4.2127201517298,-3.33042117056345,-5.10794390902313,-3.38390309628875
6.502,-2.24961024553442,-10.0915727265778,-4.21173345858964,-3.32914850427689,-5.12199395800339,-3.38597433318784
6.503,-2.24662055836968,-9.84271422656039,-4.21070812072341,-3.32788796090299,-5.13573366900117,-3.38804702347813
6.504,-2.24361545192262,-9.6089854067724,-4.20964448962009,-3.32663943887894,-5.14915401241597,-3.39012091743866
6.505,-2.24059422436935,-9.38904708787721,-4.20854291800883,-3.3254028374244,-5.16224605702213,-3.39219576691058
6.506,-2.23755616660214,-9.18171058177481,-4.20740375977152,-3.32417805653503,-5.17500098274016,-3.39427132530312
6.507,-2.23450056216715,-8.98591805336317,-4.20622736985641,-3.32296499697616,-5.18741009351983,-3.39634734759958
6.508,-2.2314266872058,-8.80072561148651,-4.20501410419288,-3.32176356027645,-5.19946483030257,-3.39842359036339
6.509,-2.22833381039996,-8.62528878096377,-4.20376431960726,-3.32057364872166,-5.21115678402985,-3.40049981174427
6.51,-2.22522119292132,-8.45885002644342,-4.20247837373988,-3.31939516534848,-5.22247770866309,-3.40257577148437
6.511,-2.22208808838523,-8.30072803169297,-4.2011566249632,-3.31822801393837,-5.23341953417901,-3.4046512309246
6.512,-2.21893374280924,-8.1503084748539,-4.19979943230111,-3.31707209901154,-5.24397437950383,-3.40672595301085
6.513,-2.21575739457671,-8.0070360762607,-4.19840715534939,-3.31592732582092,-5.25413456534822,-3.40879970230037
6.514,-2.2125582744059,-7.87040772838165,-4.19698015419734,-3.31479360034622,-5.26389262690484,-3.41087224496813
6.515,-2.20933560532473,-7.73996654649889,-4.19551878935062,-3.31367082928803,-5.27324132636928,-3.41294334881325
6.516,-2.20608860265169,-7.61529670381189,-4.19402342165518,-3.31255892006203,-5.28217366524502,-3.41501278326543
6.517,-2.20281647398328,-7.49601893599266,-4.19249441222253,-3.31145778079317,-5.2906828963928,-3.41708031939139
6.518,-2.19951841918837,-7.381786618246,-4.19093212235604,-3.31036732030999,-5.29876253578495,-3.41914572990139
6.519,-2.19619363040981,-7.27228233306833,-4.18933691347855,-3.30928744813892,-5.30640637392514,-3.4212087891557
6.52,-2.19284129207395,-7.16721485960733,-4.18770914706116,-3.30821807449872,-5.31360848689487,-3.4232692731711
6.521,-2.18946058090818,-7.06631652614185,-4.1860491845532,-3.30715911029491,-5.3203632469882,-3.42532695962739
6.522,-2.18605066596746,-6.96934087610915,-4.18435738731341,-3.30611046711424,-5.32666533289734,-3.42738162787389
6.523,-2.18261070866972,-6.87606060555344,-4.1826341165424,-3.30507205721929,-5.33250973941304,-3.42943305893596
6.524,-2.17913986284128,-6.78626573612627,-4.18087973321619,-3.30404379354305,-5.33789178660418,-3.43148103552144
6.525,-2.17563727477233,-6.69976199301734,-4.1790945980211,-3.30302558968363,-5.34280712844345,-3.43352534202714
6.526,-2.17210208328334,-6.61636936161159,-4.17727907128977,-3.3020173598989,-5.34725176084701,-3.43556576454532
6.527,-2.16853341980283,-6.53592080040028,-4.1754335129384,-3.30101901910128,-5.3512220290982,-3.43760209087004
6.528,-2.16493040845717,-6.45826109081607,-4.17355828240523,-3.3000304828526,-5.35471463462734,-3.43963411050364
6.529,-2.16129216617307,-6.38324580733542,-4.1716537385902,-3.29905166735891,-5.35772664112188,-3.44166161466302
6.53,-2.15761780279333,-6.3107403934507,-4.16972023979585,-3.29808248946538,-5.36025547994396,-3.443684396286
6.531,-2.1539064212066,-6.24061933104803,-4.16775814366935,-3.29712286665135,-5.36229895483425,-3.44570225003759
6.532,-2.15015711749186,-6.17276539236477,-4.16576780714586,-3.29617271702525,-5.36385524588443,-3.44771497231619
6.533,-2.14636898107835,-6.10706896510985,-4.16374958639297,-3.29523195931969,-5.36492291276289,-3.44972236125979
6.534,-2.14254109492162,-6.04342744253453,-4.16170383675633,-3.29430051288659,-5.36550089718177,-3.4517242167521
6.535,-2.1386725356967,-5.98174467127459,-4.15963091270661,-3.29337829769229,-5.3655885245955,-3.45372034042855
6.536,-2.13476237400897,-5.92193045067883,-4.15753116778745,-3.2924652343128,-5.3651855051253,-3.45571053568231
6.537,-2.13080967462375,-5.86390007810356,-4.15540495456474,-3.29156124392899,-5.36429193370601,-3.45769460767024
6.538,-2.12681349671534,-5.80757393532326,-4.15325262457698,-3.29066624832196,-5.36290828945566,-3.45967236331866
6.539,-2.12277289413661,-5.75287711177888,-4.15107452828688,-3.28978016986825,-5.3610354342706,-3.46164361132918
6.54,-2.11868691570983,-5.69973906089004,-4.14887101503403,-3.28890293153536,-5.35867461065275,-3.46360816218437
6.541,-2.1145546055399,-5.64809328608948,-4.1466424329888,-3.2880344568771,-5.35582743877799,-3.46556582815331
6.542,-2.11037500335085,-5.59787705362226,-4.14438912910733,-3.28717467002906,-5.35249591281812,-3.46751642329718
6.543,-2.10614714484674,-5.54903112948139,-4.1421114490877,-3.28632349570413,-5.34868239653163,-3.4694597634746
6.544,-2.1018700620978,-5.50149953814203,-4.13980973732719,-3.28548085918807,-5.34438961814112,-3.47139566634697
6.545,-2.09754278395322,-5.45522934101593,-4.13748433688067,-3.28464668633508,-5.33962066451816,-3.47332395138371
6.546,-2.0931643364813,-5.41017043276474,-4.13513558942013,-3.28382090356345,-5.33437897469889,-3.47524443986732
6.547,-2.0887337434385,-5.36627535381677,-4.13276383519525,-3.28300343785124,-5.32866833275594,-3.47715695489842
6.548,-2.08425002676819,-5.32349911759781,-4.13036941299511,-3.28219421673201,-5.32249286005446,-3.47906132140059
6.549,-2.07971220713053,-5.28179905114624,-4.127952660111,-3.28139316829056,-5.3158570069224,-3.48095736612521
6.55,-2.07511930446462,-5.24113464791634,-4.12551391230021,-3.28060022115875,-5.30876554376686,-3.48284491765604
6.551,-2.07047033858413,-5.20146743169408,-4.12305350375097,-3.27981530451128,-5.30122355166967,-3.48472380641378
6.552,-2.06576432980768,-5.16276083065801,-4.12057176704844,-3.27903834806168,-5.29323641249759,-3.48659386466048
6.553,-2.06100029962541,-5.12498006071312,-4.11806903314167,-3.27826928205815,-5.2848097985633,-3.48845492650379
6.554,-2.05617727140277,-5.08809201730828,-4.11554563131165,-3.2775080372795,-5.27594966187412,-3.49030682790111
6.555,-2.05129427112305,-5.05206517502688,-4.11300188914033,-3.2767545450312,-5.26666222300706,-3.49214940666362
6.556,-2.04635032817008,-5.01686949430468,-4.11043813248074,-3.27600873714136,-5.25695395964874,-3.49398250246009
6.557,-2.04134447615216,-4.98247633469193,-4.10785468542798,-3.27527054595686,-5.2468315948393,-3.49580595682065
6.558,-2.03627575376895,-4.94885837412889,-4.10525187029128,-3.27453990433938,-5.23630208495994,-3.49761961314033
6.559,-2.03114320572234,-4.91598953375339,-4.10263000756701,-3.27381674566159,-5.22537260750319,-3.49942331668255
6.56,-2.02594588367311,-4.88384490780332,-4.09998941591261,-3.27310100380331,-5.21405054866547,-3.50121691458234
6.561,-2.02068284724435,-4.85240069821461,-4.09733041212157,-3.27239261314774,-5.2023434908005,-3.5030002558495
6.562,-2.01535316507332,-4.82163415355151,-4.09465331109922,-3.27169150857765,-5.19025919977195,-3.50477319137158
6.563,-2.00995591591308,-4.79152351193824,-4.09195842583953,-3.27099762547176,-5.17780561224303,-3.50653557391666
6.564,-2.00449018978512,-4.76204794768812,-4.08924606740276,-3.27031089970094,-5.16499082293952,-3.50828725813606
6.565,-1.99895508918467,-4.7331875213548,-4.08651654489409,-3.26963126762465,-5.15182307192201,-3.51002810056678
6.566,-1.99334973033957,-4.70492313295007,-4.08377016544307,-3.2689586660873,-5.13831073190185,-3.51175795963387
6.567,-1.98767324452457,-4.67723647809852,-4.08100723418392,-3.26829303241461,-5.12446229563401,-3.51347669565255
6.568,-1.98192477943189,-4.65011000691425,-4.07822805423676,-3.26763430441017,-5.11028636341874,-3.51518417083025
6.569,-1.97610350059949,-4.62352688540514,-4.07543292668968,-3.26698242035178,-5.09579163074229,-3.51688024926838
6.57,-1.97020859289825,-4.59747095922466,-4.07262215058155,-3.26633731898811,-5.0809868760855,-3.51856479696402
6.571,-1.9642392620792,-4.5719267196068,-4.06979602288579,-3.26569893953515,-5.06588094892764,-3.52023768181135
6.572,-1.95819473638186,-4.54687927133153,-4.06695483849484,-3.26506722167278,-5.05048275797057,-3.521898773603
6.573,-1.95207426820468,-4.52231430258083,-4.06409889020548,-3.26444210554146,-5.03480125960729,-3.52354794403112
6.574,-1.94587713583855,-4.49821805655689,-4.06122846870489,-3.26382353173879,-5.01884544665662,-3.52518506668832
6.575,-1.93960264526432,-4.4745773047428,-4.05834386255756,-3.2632114413162,-5.00262433738467,-3.52681001706845
6.576,-1.93325013201476,-4.45137932169584,-4.05544535819283,-3.26260577577568,-4.98614696483064,-3.52842267256716
6.577,-1.92681896310207,-4.4286118612722,-4.05253323989331,-3.26200647706646,-4.96942236645485,-3.53002291248227
6.578,-1.92030853901089,-4.40626313418859,-4.04960778978393,-3.2614134875818,-4.95245957412244,-3.53161061801398
6.579,-1.91371829575764,-4.38432178683426,-4.04666928782174,-3.26082675015576,-4.9352676044374,-3.53318567226492
6.58,-1.90704770701615,-4.36277688125241,-4.04371801178645,-3.26024620806004,-4.917855449437,-3.53474796023987
6.581,-1.90029628630964,-4.34161787621669,-4.04075423727159,-3.2596718050008,-4.90023206765744,-3.53629736884553
6.582,-1.89346358926904,-4.32083460933308,-4.03777823767641,-3.25910348511553,-4.88240637557814,-3.53783378688987
6.583,-1.88654921595727,-4.30041728010356,-4.03479028419842,-3.25854119296996,-4.86438723945208,-3.5393571050814
6.584,-1.87955281325876,-4.28035643389068,-4.0317906458266,-3.257984873555,-4.84618346752626,-3.54086721602824
6.585,-1.87247407733383,-4.26064294672888,-4.02877958933519,-3.25743447228367,-4.82780380265707,-3.54236401423699
6.586,-1.86531275613652,-4.24126801092962,-4.02575737927822,-3.2568899349881,-4.809256915322,-3.5438473961114
6.587,-1.85806865199491,-4.2222231214331,-4.02272427798453,-3.25635120791653,-4.79055139702929,-3.54531725995082
6.588,-1.85074162425222,-4.20350006286157,-4.01968054555351,-3.25581823773032,-4.77169575412501,-3.54677350594854
6.589,-1.84333159196684,-4.18509089723217,-4.01662643985131,-3.25529097150107,-4.75269840199642,-3.54821603618979
6.59,-1.83583853666935,-4.16698795229089,-4.01356221650773,-3.25476935670767,-4.73356765966926,-3.54964475464974
6.591,-1.82826250517363,-4.14918381043089,-4.01048812891366,-3.25425334123338,-4.71431174479528,-3.5510595671911
6.592,-1.82060361243978,-4.13167129816151,-4.00740442821898,-3.25374287336303,-4.69493876902627,-3.55246038156166
6.593,-1.81286204448508,-4.11444347609648,-4.00431136333115,-3.25323790178014,-4.67545673376931,-3.55384710739158
6.594,-1.80503806133979,-4.097493629431,-4.00120918091416,-3.25273837556412,-4.65587352631703,-3.55521965619054
6.595,-1.79713200004366,-4.08081525888107,-3.99809812538816,-3.25224424418748,-4.63619691634737,-3.55657794134454
6.596,-1.78914427767859,-4.06440207205797,-3.99497843892953,-3.25175545751305,-4.61643455278482,-3.55792187811274
6.597,-1.78107539443283,-4.04824797525478,-3.99185036147136,-3.25127196579126,-4.59659396101638,-3.55925138362388
6.598,-1.77292593669117,-4.03234706562125,-3.98871413070457,-3.25079371965744,-4.57668254045373,-3.56056637687264
6.599,-1.76469658014534,-4.01669362370618,-3.98556998207938,-3.25032067012905,-4.55670756243374,-3.56186677871576
6.6,-1.75638809291844,-4.00128210634745,-3.98241814880729,-3.24985276860309,-4.53667616844854,-3.56315251186795
6.601,-1.74800133869651,-3.98610713989055,-3.97925886186346,-3.2493899668534,-4.51659536869638,-3.56442350089764
6.602,-1.73953727985974,-3.97116351371823,-3.97609234998967,-3.24893221702805,-4.49647204094439,-3.5656796722225
6.603,-1.73099698060583,-3.95644617407479,-3.97291883969746,-3.2484794716468,-4.47631292969412,-3.56692095410479
6.604,-1.72238161005681,-3.94195021816944,-3.96973855527193,-3.24803168359836,-4.45612464564121,-3.56814727664654
6.605,-1.71369244534028,-3.92767088854385,-3.96655171877582,-3.24758880613797,-4.43591366541941,-3.56935857178444
6.606,-1.70493087463598,-3.91360356769071,-3.96335855005397,-3.24715079288484,-4.4156863316211,-3.57055477328466
6.607,-1.6960984001771,-3.89974377290973,-3.96015926673824,-3.24671759781959,-4.3954488530846,-3.5717358167374
6.608,-1.68719664119624,-3.88608715138958,-3.95695408425271,-3.24628917528176,-4.37520730544053,-3.57290163955128
6.609,-1.67822733680424,-3.87262947550351,-3.95374321581937,-3.24586547996737,-4.35496763190822,-3.57405218094754
6.61,-1.66919234879067,-3.85936663830862,-3.950526872464,-3.24544646692644,-4.33473564433458,-3.57518738195404
6.611,-1.66009366433363,-3.84629464923825,-3.94730526302254,-3.24503209156055,-4.31451702446819,-3.57630718539907
6.612,-1.6509333986056,-3.83340962997763,-3.9440785941477,-3.24462230962044,-4.29431732546031,-3.577411535905
6.613,-1.64171379726283,-3.8207078105143,-3.94084707031596,-3.24421707720364,-4.2741419735871,-3.57850037988173
6.614,-1.63243723880375,-3.80818552535423,-3.93761089383478,-3.24381635075201,-4.25399627018615,-3.57957366551995
6.615,-1.62310623678275,-3.79583920989587,-3.93437026485026,-3.24342008704949,-4.23388539380179,-3.58063134278421
6.616,-1.61372344186425,-3.78366539695429,-3.93112538135496,-3.24302824321971,-4.2138144025337,-3.58167336340585
6.617,-1.60429164370242,-3.77166071342853,-3.92787643919612,-3.24264077672366,-4.19378823658479,-3.58269968087571
6.618,-1.59481377263085,-3.75982187710474,-3.92462363208399,-3.24225764535745,-4.17381172100375,-3.58371025043669
6.619,-1.58529290114674,-3.74814569358938,-3.92136715160068,-3.24187880724996,-4.15388956861965,-3.58470502907612
6.62,-1.5757322451737,-3.73662905336587,-3.91810718720901,-3.24150422086061,-4.13402638316586,-3.58568397551792
6.621,-1.56613516508706,-3.72526892896904,-3.91484392626177,-3.24113384497716,-4.11422666259169,-3.58664705021471
6.622,-1.55650516648559,-3.714062372272,-3.9115775540112,-3.24076763871342,-4.09449480256112,-3.58759421533957
6.623,-1.54684590069336,-3.70300651188021,-3.90830825361861,-3.24040556150708,-4.07483510013846,-3.58852543477781
6.624,-1.53716116497589,-3.69209855062764,-3.90503620616437,-3.24004757311754,-4.05525175766257,-3.58944067411843
6.625,-1.52745490245429,-3.68133576317088,-3.90176159065802,-3.23969363362364,-4.03574888681135,-3.59033990064551
6.626,-1.51773120170176,-3.67071549367596,-3.89848458404857,-3.23934370342166,-4.01633051285978,-3.59122308332938
6.627,-1.50799429600729,-3.66023515359469,-3.89520536123509,-3.23899774322307,-3.99700057913675,-3.59209019281767
6.628,-1.49824856229111,-3.64989221952566,-3.89192409507743,-3.23865571405243,-3.97776295168521,-3.59294120142619
6.629,-1.48849851965794,-3.63968423115664,-3.88864095640716,-3.23831757724533,-3.95862142413396,-3.59377608312961
6.63,-1.47874882757386,-3.62960878928463,-3.88535611403862,-3.23798329444625,-3.93957972278876,-3.59459481355205
6.631,-1.4690042836541,-3.61966355391025,-3.88206973478027,-3.23765282760651,-3.92064151195365,-3.59539736995749
6.632,-1.45926982104954,-3.60984624240303,-3.87878198344607,-3.23732613898229,-3.90181039949393,-3.59618373124001
6.633,-1.44955050542071,-3.60015462773484,-3.87549302286709,-3.23700319113241,-3.88308994265494,-3.59695387791393
6.634,-1.43985153148951,-3.59058653677818,-3.87220301390323,-3.23668394691651,-3.86448365415185,-3.59770779210374
6.635,-1.43017821915988,-3.58113984866684,-3.8689121154552,-3.23636836949294,-3.84599500854922,-3.59844545753394
6.636,-1.42053600920018,-3.57181249321627,-3.86562048447642,-3.23605642231675,-3.82762744895009,-3.59916685951875
6.637,-1.41093045848137,-3.56260244940073,-3.86232827598529,-3.23574806913778,-3.8093843940177,-3.5998719849516
6.638,-1.40136723476706,-3.55350774388554,-3.85903564307737,-3.23544327399867,-3.79126924535593,-3.60056082229457
6.639,-1.39185211105288,-3.54452644961146,-3.85574273693789,-3.23514200123291,-3.77328539527717,-3.60123336156765
6.64,-1.38239095945477,-3.53565668442952,-3.85244970685416,-3.23484421546292,-3.75543623499017,-3.60188959433791
6.641,-1.37298974464754,-3.52689660978378,-3.84915670022826,-3.23454988159811,-3.73772516324386,-3.60252951370847
6.642,-1.36365451685732,-3.51824442944057,-3.84586386258972,-3.23425896483304,-3.72015559546801,-3.60315311430743
6.643,-1.35439140441381,-3.50969838826189,-3.84257133760834,-3.23397143064544,-3.70273097345544,-3.60376039227661
6.644,-1.34520660586973,-3.50125677102132,-3.83927926710713,-3.23368724479443,-3.6854547756359,-3.60435134526021
6.645,-1.33610638169854,-3.49291790126081,-3.83598779107521,-3.23340637331862,-3.66833052799795,-3.60492597239332
6.646,-1.32709704558233,-3.48468014018659,-3.832697047681,-3.23312878253425,-3.65136181572067,-3.60548427429034
6.647,-1.31818495530561,-3.47654188560287,-3.82940717328521,-3.23285443903337,-3.63455229558496,-3.6060262530333
6.648,-1.30937650327196,-3.46850157088128,-3.82611830245419,-3.23258330968208,-3.61790570924115,-3.60655191216002
6.649,-1.3006781066639,-3.46055766396546,-3.82283056797309,-3.2323153616186,-3.60142589741954,-3.60706125665218
6.65,-1.29209619726824,-3.45270866640872,-3.81954410085925,-3.23205056225164,-3.58511681517951,-3.60755429292336
6.651,-1.28363721099178,-3.44495311244386,-3.81625903037553,-3.23178887925847,-3.56898254830441,-3.60803102880684
6.652,-1.27530757709443,-3.43728956808373,-3.81297548404379,-3.2315302805833,-3.55302733096142,-3.60849147354343
6.653,-1.26711370716938,-3.4297166302514,-3.80969358765834,-3.23127473443537,-3.53725556476028,-3.60893563776913
6.654,-1.25906198390207,-3.42223292593903,-3.80641346529943,-3.23102220928735,-3.52167183936009,-3.60936353350272
6.655,-1.25115874964147,-3.41483711139378,-3.80313523934683,-3.23077267387357,-3.50628095479081,-3.60977517413326
6.656,-1.24341029481981,-3.40752787133043,-3.79985903049339,-3.23052609718828,-3.49108794567731,-3.61017057440749
6.657,-1.23582284625805,-3.40030391816913,-3.79658495775866,-3.23028244848396,-3.47609810757531,-3.61054975041718
6.658,-1.22840255539658,-3.39316399129776,-3.79331313850249,-3.23004169726965,-3.46131702565544,-3.61091271958634
6.659,-1.22115548649156,-3.38610685635757,-3.79004368843872,-3.22980381330928,-3.44675060599979,-3.61125950065841
6.66,-1.21408760481917,-3.37913130455177,-3.78677672164879,-3.22956876661998,-3.43240510980987,-3.61159011368334
6.661,-1.20720476493053,-3.37223615197563,-3.78351235059548,-3.22933652747041,-3.41828719086153,-3.6119045800046
6.662,-1.20051269900111,-3.36542023896775,-3.78025068613652,-3.22910706637918,-3.40440393658629,-3.6122029222461
6.663,-1.19401700531895,-3.35868242948152,-3.77699183753832,-3.2288803541132,-3.39076291320771,-3.61248516429913
6.664,-1.18772313695624,-3.35202161047611,-3.77373591248965,-3.22865636168602,-3.3773722154175,-3.61275133130913
6.665,-1.18163639066885,-3.34543669132629,-3.77048301711532,-3.22843506035625,-3.36424052114099,-3.61300144966241
6.666,-1.17576189606797,-3.33892660325021,-3.76723325598986,-3.228216421626,-3.35137715201495,-3.61323554697292
6.667,-1.17010460510767,-3.33249029875488,-3.76398673215117,-3.22800041723925,-3.33879214028702,-3.61345365206879
6.668,-1.16466928193112,-3.3261267510984,-3.76074354711422,-3.22778701918029,-3.32649630294219,-3.61365579497899
6.669,-1.15946049311722,-3.31983495376838,-3.75750380088466,-3.22757619967216,-3.31450132397615,-3.61384200691982
6.67,-1.15448259836772,-3.31361391997626,-3.75426759197247,-3.22736793117512,-3.30281984586421,-3.6140123202814
6.671,-1.1497397416735,-3.30746268216646,-3.75103501740551,-3.22716218638505,-3.29146557142592,-3.61416676861412
6.672,-1.14523584299651,-3.30138029154047,-3.74780617274317,-3.22695893823203,-3.28045337745921,-3.614305386615
6.673,-1.14097459050162,-3.29536581759481,-3.74458115208988,-3.22675815987868,-3.26979944172013,-3.61442821011409
6.674,-1.13695943337019,-3.28941834767267,-3.74136004810866,-3.22655982471875,-3.25952138505914,-3.61453527606078
6.675,-1.13319357522457,-3.28353698652879,-3.73814295203461,-3.2263639063756,-3.24963843079788,-3.61462662251005
6.676,-1.12967996818967,-3.27772085590693,-3.73492995368833,-3.22617037870071,-3.24017158374885,-3.61470228860879
6.677,-1.12642130761478,-3.27196909412962,-3.73172114148943,-3.22597921577216,-3.23114383165152,-3.61476231458195
6.678,-1.12342002747548,-3.26628085569989,-3.72851660246985,-3.22579039189325,-3.22258037223323,-3.61480674171882
6.679,-1.1206782964722,-3.26065531091425,-3.72531642228721,-3.22560388159098,-3.21450886961048,-3.61483561235915
6.68,-1.11819801483852,-3.25509164548693,-3.72212068523816,-3.22541965961453,-3.20695974434271,-3.61484896987935
6.681,-1.11598081186859,-3.24958906018476,-3.71892947427159,-3.22523770093403,-3.19996650214911,-3.61484685867862
6.682,-1.11402804416966,-3.24414677047228,-3.71574287100188,-3.22505798073892,-3.19356610712031,-3.61482932416504
6.683,-1.11234079464195,-3.23876400616714,-3.71256095572204,-3.22488047443662,-3.18779940622288,-3.61479641274176
6.684,-1.11091987218454,-3.23344001110483,-3.70938380741685,-3.22470515765112,-3.18271161303129,-3.61474817179306
6.685,-1.10976581212237,-3.22817404281306,-3.7062115037759,-3.22453200622158,-3.17835285996135,-3.61468464967044
6.686,-1.10887887734595,-3.22296537219505,-3.70304412120663,-3.22436099620089,-3.17477882985706,-3.61460589567877
6.687,-1.10825906015194,-3.2178132832216,-3.69988173484723,-3.22419210385438,-3.17205147964193,-3.61451196006232
6.688,-1.10790608476955,-3.21271707263166,-3.6967244185796,-3.22402530565834,-3.17023987093594,-3.61440289399091
6.689,-1.1078194105545,-3.20767604964112,-3.69357224504214,-3.22386057829871,-3.16942112511536,-3.61427874954599
6.69,-1.1079982358292,-3.20268953565954,-3.69042528564258,-3.22369789866972,-3.16968152331917,-3.61413957970674
6.691,-1.10844150234539,-3.19775686401457,-3.68728361057062,-3.22353724387256,-3.17111777545036,-3.61398543833618
6.692,-1.10914790034239,-3.19287737968375,-3.68414728881067,-3.22337859121399,-3.17383848635655,-3.61381638016735
6.693,-1.11011587417211,-3.18805043903372,-3.68101638815438,-3.22322191820504,-3.17796585217314,-3.61363246078938
6.694,-1.11134362845982,-3.18327540956618,-3.6778909752132,-3.2230672025597,-3.18363762533572,-3.61343373663368
6.695,-1.11282913476743,-3.17855166967081,-3.67477111543082,-3.22291442219356,-3.19100939305553,-3.61322026496012
6.696,-1.11457013872509,-3.17387860838459,-3.67165687309556,-3.22276355522259,-3.20025722109138,-3.61299210384324
6.697,-1.1165641675946,-3.16925562515771,-3.66854831135271,-3.22261457996173,-3.21158072234954,-3.6127493121584
6.698,-1.11880853822811,-3.16468212962536,-3.66544549221675,-3.2224674749237,-3.2252066179534,-3.61249194956813
6.699,-1.12130036538361,-3.16015754138565,-3.6623484765836,-3.22232221881765,-3.24139286645962,-3.61222007650831
6.7,-1.12403657035908,-3.1556812897834,-3.65925732424262,-3.22217879054793,-3.26043344396911,-3.61193375417452
6.701,-1.12701388990617,-3.15125281369936,-3.65617209388876,-3.22203716921279,-3.28266386247426,-3.61163304450838
6.702,-1.13022888538448,-3.14687156134495,-3.65309284313445,-3.22189733410318,-3.30846751338823,-3.61131801018389
6.703,-1.1336779521177,-3.14253699006238,-3.65001962852151,-3.2217592647014,-3.33828291377028,-3.61098871459385
6.704,-1.13735732891291,-3.1382485661297,-3.64695250553298,-3.22162294067997,-3.37261190786898,-3.61064522183631
6.705,-1.14126310770541,-3.13400576457105,-3.64389152860484,-3.22148834190035,-3.41202882622117,-3.61028759670106
6.706,-1.14539124329177,-3.12980806897148,-3.64083675113768,-3.22135544841164,-3.45719051315963,-3.60991590465613
6.707,-1.14973756311512,-3.12565497129669,-3.63778822550827,-3.2212242404495,-3.50884697757782,-3.60953021183438
6.708,-1.15429777706749,-3.1215459717171,-3.6347460030811,-3.22109469843483,-3.56785216561174,-3.60913058502017
6.709,-1.15906748727584,-3.11748057843652,-3.63171013421976,-3.22096680297262,-3.63517394491786,-3.60871709163591
6.71,-1.16404219783916,-3.11345830752498,-3.62868066829835,-3.2208405348507,-3.71190175220328,-3.60828979972891
6.711,-1.1692173244862,-3.1094786827557,-3.62565765371268,-3.22071587503864,-3.79924938144478,-3.60784877795805
6.712,-1.1745882041247,-3.10554123544621,-3.62264113789151,-3.22059280468644,-3.89854893584428,-3.60739409558068
6.713,-1.18015010425477,-3.10164550430326,-3.61963116730767,-3.22047130512348,-4.01122985288094,-3.60692582243946
6.714,-1.18589823222109,-3.0977910352716,-3.61662778748903,-3.22035135785728,-4.13877394683806,-3.60644402894931
6.715,-1.19182774428013,-3.09397738138652,-3.6136310430295,-3.22023294457233,-4.28263346302442,-3.60594878608441
6.716,-1.19793375446079,-3.09020410262985,-3.61064097759987,-3.22011604712898,-4.44409429874605,-3.60544016536529
6.717,-1.20421134319869,-3.08647076578947,-3.60765763395862,-3.22000064756227,-4.6240615066586,-3.60491823884589
6.718,-1.210655565726,-3.08277694432236,-3.60468105396261,-3.21988672808077,-4.82274091779932,-3.60438307910082
6.719,-1.21726146020128,-3.07912221822078,-3.60171127857766,-3.21977427106548,-5.03919354405067,-3.6038347592126
6.72,-1.22402405556479,-3.07550617388172,-3.59874834788915,-3.21966325906867,-5.27075645495092,-3.60327335275894
6.721,-1.23093837910745,-3.07192840397947,-3.59579230111248,-3.21955367481279,-5.51236763516041,-3.6026989338002
6.722,-1.23799946374288,-3.06838850734121,-3.59284317660335,-3.21944550118929,-5.75591684361366,-3.60211157686679
6.723,-1.24520235497408,-3.06488608882551,-3.58990101186816,-3.21933872125763,-5.989872044207,-3.60151135694677
6.724,-1.25254211754765,-3.06142075920376,-3.58696584357416,-3.21923331824405,-6.19956351114584,-3.60089834947343
6.725,-1.26001384179056,-3.05799213504433,-3.58403770755956,-3.21912927554054,-6.36853251845491,-3.60027263031297
6.726,-1.26761264962556,-3.05459983859951,-3.58111663884362,-3.21902657670375,-6.48109682374029,-3.59963427575228
6.727,-1.27533370026332,-3.05124349769495,-3.57820267163657,-3.2189252054539,-6.52567331855062,-3.59898336248679
6.728,-1.28317219557031,-3.04792274562176,-3.57529583934947,-3.21882514567366,-6.49769824350538,-3.59831996760836
