"Freq [GHz]","dB(S(WavePort1,WavePort1)) [] - split1x='16mm' split2x='15mm'","dB(S(WavePort1,WavePort1)) [] - split1x='17mm' split2x='15mm'","dB(S(WavePort1,WavePort1)) [] - split1x='18mm' split2x='15mm'","dB(S(WavePort1,WavePort1)) [] - split1x='19mm' split2x='15mm'","dB(S(WavePort1,WavePort1)) [] - split1x='20mm' split2x='15mm'","dB(S(WavePort1,WavePort1)) [] - split1x='21mm' split2x='15mm'","dB(S(WavePort1,WavePort1)) [] - split1x='22mm' split2x='15mm'","dB(S(WavePort1,WavePort1)) [] - split1x='23mm' split2x='15mm'","dB(S(WavePort1,WavePort1)) [] - split1x='24mm' split2x='15mm'","dB(S(WavePort1,WavePort1)) [] - split1x='25mm' split2x='15mm'"
5.488,-1.87823325658159,-1.48472131152678,-1.29417361796045,-1.25299152134516,-1.33611168425196,-1.37034225648877,-1.65671663979743,-2.85192499958307,-4.3413468746524,-2.7798246997314
5.489,-1.88445650101935,-1.48480542062582,-1.29136103656069,-1.24824614890764,-1.32800718966225,-1.36358556781039,-1.64760874463301,-2.83604740392406,-4.34618554307592,-2.79281771839393
5.49,-1.89061840739743,-1.48490616925901,-1.28858733237389,-1.24354497270142,-1.31998656803508,-1.35691874947377,-1.63862570381543,-2.82023554686097,-4.35050711337945,-2.8059222613402
5.491,-1.89671824057055,-1.48502341602729,-1.28585173383864,-1.23888779255195,-1.31204956963261,-1.35034066770539,-1.62976628634751,-2.80449126836056,-4.3543100150086,-2.81913813988233
5.492,-1.90275533879716,-1.485157021051,-1.28315348117329,-1.23427440984092,-1.30419593346196,-1.34385020302234,-1.62102926322028,-2.788816328982,-4.35759337222303,-2.83246511846384
5.493,-1.90872911216794,-1.48530684595215,-1.28049182622781,-1.22970462754053,-1.29642538768689,-1.3374462502052,-1.61241340796885,-2.77321241162963,-4.36035699694702,-2.84590291289212
5.494,-1.91463904095504,-1.48547275383673,-1.2778660323265,-1.22517825024645,-1.28873765003067,-1.331127718262,-1.60391749719907,-2.75768112330484,-4.36260137924783,-2.85945118853297
5.495,-1.92048467389031,-1.48565460927729,-1.27527537410268,-1.2206950842095,-1.28113242817051,-1.3248935303839,-1.59554031108668,-2.7422239968556,-4.3643276755368,-2.87310955846759
5.496,-1.92626562638038,-1.48585227829569,-1.27271913732618,-1.21625493736603,-1.27360942012339,-1.31874262389301,-1.58728063384937,-2.72684249272057,-4.36553769460084,-2.8868775816124
5.497,-1.93198157866646,-1.486065628346,-1.27019661872466,-1.21185761936712,-1.26616831462346,-1.31267395018294,-1.57913725419319,-2.71153800066613,-4.36623388158468,-2.90075476080238
5.498,-1.9376322739364,-1.48629452829762,-1.26770712579951,-1.2075029416066,-1.258808791491,-1.30668647465261,-1.57110896573407,-2.69631184151402,-4.36641930005422,-2.91474054083861
5.499,-1.94321751639636,-1.48653884841858,-1.26524997663717,-1.20319071724794,-1.25153052199324,-1.30077917663372,-1.56319456739552,-2.68116526885791,-4.36609761228121,-2.92883430650079
5.5,-1.94873716930899,-1.48679846035895,-1.2628244997165,-1.19892076125007,-1.24433316919681,-1.29495104931235,-1.55539286378339,-2.66609947076722,-4.36527305789676,-2.94303538052566
5.501,-1.95010763060889,-1.48558725740507,-1.25948018492901,-1.19469289039211,-1.23889583152348,-1.28920109964507,-1.54752628943442,-2.65414118005643,-4.3632536853583,-2.95734302155262
5.502,-1.95149251975876,-1.48439013507302,-1.25617922366948,-1.1905069232972,-1.23352798190231,-1.28352834827012,-1.53975748510248,-2.64221842319836,-4.36065589490986,-2.97175642203728
5.503,-1.95289199937414,-1.4832072590605,-1.25292163899457,-1.18636268045516,-1.2282289378145,-1.27793182941377,-1.53208567102205,-2.63033159587986,-4.35748177715878,-2.98627470613508
5.504,-1.95430623399832,-1.48203879803537,-1.249707450809,-1.18225998424448,-1.22299802351423,-1.27241059079248,-1.52451006780636,-2.61848109512663,-4.35373408535932,-3.00089692755555
5.505,-1.95573539012746,-1.48088492370516,-1.24653667598346,-1.17819865895311,-1.21783457005869,-1.26696369351109,-1.51702989681498,-2.60666731928247,-4.34941622766843,-3.0156220673899
5.506,-1.95717963623598,-1.47974581088837,-1.24340932847162,-1.17417853079868,-1.21273791533362,-1.26159021195735,-1.50964438050666,-2.5948906679881,-4.34453225751159,-3.03044903191287
5.507,-1.95863914280242,-1.47862163758756,-1.24032541942631,-1.17019942794767,-1.2077074040746,-1.25628923369313,-1.50235274277759,-2.5831515421593,-4.3390868621128,-3.04537665036173
5.508,-1.96011408233551,-1.47751258506444,-1.23728495731478,-1.1662611805339,-1.20274238788425,-1.25105985934266,-1.4951542092859,-2.57145034396469,-4.33308534925291,-3.06040367269391
5.509,-1.96160462940074,-1.47641883791685,-1.23428794803301,-1.16236362067619,-1.19784222524561,-1.24590120247795,-1.48804800776236,-2.55978747680289,-4.32653363232946,-3.07552876732638
5.51,-1.96311096064724,-1.4753405841577,-1.23133439501919,-1.15850658249532,-1.19300628153175,-1.24081238950173,-1.48103336830797,-2.54816334527916,-4.31943821380058,-3.09075051885885
5.511,-1.96463325483501,-1.47427801529598,-1.22842429936614,-1.15468990213027,-1.18823392901191,-1.23579255952823,-1.47410952367873,-2.53657835518152,-4.31180616710257,-3.10606742578406
5.512,-1.96617169286256,-1.47323132641992,-1.22555765993278,-1.15091341775378,-1.18352454685422,-1.23084086426191,-1.4672757095579,-2.52503291345629,-4.30364511713858,-3.12147789818792
5.513,-1.96772645779496,-1.47220071628217,-1.2227344734547,-1.14717696958729,-1.17887752112529,-1.22595646787441,-1.46053116481633,-2.51352742818316,-4.29496321944207,-3.13698025544313
5.514,-1.9692977348922,-1.47118638738724,-1.21995473465364,-1.14348039991521,-1.17429224478675,-1.22113854687994,-1.45387513176095,-2.50206230854964,-4.28576913812358,-3.15257272389963
5.515,-1.97088571163805,-1.47018854608117,-1.21721843634596,-1.13982355309864,-1.16976811768889,-1.21638629000936,-1.44730685637202,-2.49063796482501,-4.27607202271457,-3.16825343457561
5.516,-1.97249057776922,-1.46920740264348,-1.21452556955015,-1.13620627558847,-1.16530454656154,-1.21169889808305,-1.44082558852935,-2.47925480833369,-4.26588148402513,-3.1840204208534
5.517,-1.97411252530495,-1.46824317138147,-1.21187612359327,-1.13262841593801,-1.16090094500243,-1.20707558388275,-1.43443058222792,-2.4679132514281,-4.25520756913522,-3.19987161618431
5.518,-1.9757517485771,-1.4672960707269,-1.20927008621638,-1.12908982481505,-1.15655673346295,-1.20251557202269,-1.42812109578316,-2.45661370746089,-4.24406073564049,-3.21580485180717
5.519,-1.9774084442605,-1.46636632333511,-1.20670744367885,-1.12559035501345,-1.15227133923176,-1.19801809881993,-1.42189639202626,-2.44535659075673,-4.23245182527495,-3.23181785448528
5.52,-1.97908281140385,-1.46545415618664,-1.20418818086173,-1.12212986146421,-1.14804419641605,-1.19358241216426,-1.41575573848992,-2.43414231658341,-4.22039203703229,-3.24790824426719
5.521,-1.98077505146099,-1.46455980069146,-1.20171228136995,-1.1187082012462,-1.14387474592074,-1.18920777138774,-1.40969840758465,-2.42297130112244,-4.20789289990654,-3.26407353227628
5.522,-1.98248536832259,-1.46368349279568,-1.19927972763359,-1.11532523359632,-1.13976243542575,-1.18489344713393,-1.40372367676614,-2.41184396143917,-4.19496624537157,-3.28031111853555
5.523,-1.98421396834834,-1.46282547309107,-1.19689050100798,-1.11198081991938,-1.13570671936141,-1.18063872122705,-1.39783082869386,-2.40076071545217,-4.18162417971538,-3.29661828983279
5.524,-1.98596106039948,-1.46198598692713,-1.19454458187275,-1.10867482379758,-1.13170705888208,-1.17644288654118,-1.39201915138135,-2.38972198190221,-4.16787905634301,-3.31299221763328
5.525,-1.98772685587187,-1.46116528452606,-1.19224194972994,-1.10540711099951,-1.12776292183815,-1.17230524686946,-1.38628793833818,-2.37872818032058,-4.15374344815682,-3.32942995604623
5.526,-1.9895115687295,-1.4603636211005,-1.18998258330086,-1.10217754948897,-1.12387378274652,-1.16822511679366,-1.38063648870431,-2.36777973099689,-4.13923012011919,-3.34592843985165
5.527,-1.99131541553838,-1.45958125697409,-1.18776646062208,-1.09898600943337,-1.12003912275956,-1.16420182155391,-1.3750641073766,-2.35687705494625,-4.12435200209747,-3.36248448259562
5.528,-1.99313861550102,-1.45881845770503,-1.18559355914023,-1.09583236321185,-1.11625842963276,-1.16023469691893,-1.3695701051283,-2.34602057387598,-4.10912216208499,-3.37909477476066
5.529,-1.99498139049126,-1.4580754942126,-1.18346385580585,-1.09271648542311,-1.11253119769116,-1.15632308905675,-1.36415379872123,-2.33521071015164,-4.09355377988694,-3.39575588201975
5.53,-1.99684396508968,-1.45735264290663,-1.1813773271661,-1.08963825289296,-1.10885692779443,-1.15246635440592,-1.35881451101133,-2.32444788676255,-4.07766012135315,-3.41246424358141
5.531,-1.9987265666194,-1.4566501858202,-1.17933394945653,-1.08659754468168,-1.10523512730107,-1.14866385954743,-1.35355157104762,-2.31373252728679,-4.06145451323347,-3.42921617063514
5.532,-2.00062942518242,-1.45596841074529,-1.17733369869178,-1.08359424209106,-1.1016653100314,-1.14491498107736,-1.3483643141648,-2.30306505585548,-4.04495031872504,-3.44600784490495
5.533,-2.00255277369645,-1.45530761137176,-1.17537655075521,-1.08062822867125,-1.09814699622969,-1.14121910548022,-1.34325208206985,-2.29244589711673,-4.02816091377394,-3.46283531732084
5.534,-2.00449684793225,-1.45466808742943,-1.17346248148762,-1.07769939022747,-1.09467971252541,-1.13757562900316,-1.33821422292273,-2.28187547619873,-4.01109966418685,-3.47969450681665
5.535,-2.0064618865514,-1.45405014483357,-1.17159146677488,-1.07480761482648,-1.09126299189363,-1.13398395753116,-1.33325009141147,-2.27135421867259,-3.9937799036021,-3.49658119926441
5.536,-2.00844813114471,-1.45345409583352,-1.16976348263457,-1.07195279280282,-1.0878963736147,-1.13044350646299,-1.32835904882184,-2.26088255051436,-3.97621491236192,-3.51349104655461
5.537,-2.01045582627102,-1.45288025916485,-1.16797850530171,-1.06913481676504,-1.0845794032333,-1.12695370058832,-1.32354046310177,-2.2504608980666,-3.9584178973222,-3.53041956583213
5.538,-2.01248521949657,-1.45232896020481,-1.16623651131347,-1.06635358160167,-1.08131163251679,-1.12351397396573,-1.31879370892091,-2.24008968799943,-3.94040197262904,-3.54736213889846
5.539,-2.01453656143496,-1.45180053113122,-1.16453747759287,-1.06360898448712,-1.07809261941305,-1.12012376980193,-1.31411816772514,-2.22976934727091,-3.92218014148496,-3.56431401178962
5.54,-2.01661010578751,-1.45129531108487,-1.16288138153165,-1.0609009248874,-1.0749219280078,-1.11678254033195,-1.30951322778672,-2.21950030308698,-3.90376527892285,-3.58127029454139
5.541,-2.01870610938429,-1.4508136463354,-1.16126820107211,-1.05822930456586,-1.07179912848151,-1.11348974670054,-1.30497828424977,-2.20928298286071,-3.88517011559834,-3.59822596115108
5.542,-2.02082483222563,-1.45035589045072,-1.15969791478808,-1.05559402758872,-1.06872379706587,-1.11024485884478,-1.3005127391717,-2.1991178141712,-3.86640722260753,-3.61517584974744
5.543,-2.02296653752415,-1.44992240446993,-1.15817050196493,-1.05299500033061,-1.06569551599988,-1.10704735537781,-1.29611600156035,-2.18900522472167,-3.84748899733061,-3.63211466297878
5.544,-2.02513149174744,-1.44951355707993,-1.15668594267882,-1.05043213147997,-1.06271387348576,-1.10389672347385,-1.2917874874074,-2.17894564229725,-3.8284276502982,-3.64903696863039
5.545,-2.02731996466121,-1.44912972479552,-1.1552442178749,-1.04790533204452,-1.05977846364447,-1.10079245875444,-1.2875266197179,-2.16893949472211,-3.80923519307198,-3.66593720048115
5.546,-2.02953222937306,-1.44877129214316,-1.15384530944478,-1.04541451535652,-1.05688888647111,-1.09773406517593,-1.2833328285362,-2.158987209816,-3.78992342712744,-3.68280965941101
5.547,-2.0317685623768,-1.44843865184829,-1.15248920030311,-1.04295959707819,-1.05404474779007,-1.09472105491832,-1.27920555096853,-2.14908921535037,-3.77050393372322,-3.69964851476857
5.548,-2.03402924359735,-1.4481322050264,-1.15117587446336,-1.04054049520699,-1.05124565921012,-1.09175294827534,-1.27514423120216,-2.13924593900392,-3.75098806473735,-3.71644780600964
5.549,-2.03631455643624,-1.4478523613775,-1.14990531711274,-1.03815713008091,-1.04849123807939,-1.08882927354588,-1.27114832052148,-2.12945780831758,-3.73138693444818,-3.73320144461689
5.55,-2.03862478781767,-1.44759953938442,-1.14867751468642,-1.03580942438385,-1.04578110744023,-1.08594956692678,-1.26721727732099,-2.11972525064903,-3.71171141223518,-3.74990321630985
5.551,-2.0409602282352,-1.44737416651454,-1.14749245494088,-1.03349730315088,-1.04311489598413,-1.08311337240686,-1.26335056711544,-2.11004869312665,-3.691972116172,-3.76654678355499
5.552,-2.04332117179899,-1.44717667942513,-1.14635012702655,-1.03122069377368,-1.04049223800657,-1.08032024166241,-1.25954766254722,-2.10042856260299,-3.67217940748243,-3.78312568838459
5.553,-2.0457079162837,-1.44700752417223,-1.14525052155977,-1.02897952600588,-1.037912773362,-1.07756973395401,-1.25580804339101,-2.09086528560777,-3.65234338582843,-3.79963335553334
5.554,-2.04812076317695,-1.44686715642304,-1.14419363069391,-1.02677373196855,-1.03537614741877,-1.07486141602462,-1.25213119655602,-2.08135928830026,-3.63247388539689,-3.81606309590013
5.555,-2.05056001772844,-1.44675604167167,-1.14317944818992,-1.0246032461557,-1.03288201101426,-1.0721948619992,-1.24851661608572,-2.07191099642131,-3.61258047175237,-3.83240811034266
5.556,-2.05302598899961,-1.44667465545838,-1.14220796948611,-1.02246800543983,-1.03043002041009,-1.06956965328554,-1.24496380315534,-2.06252083524481,-3.59267243942049,-3.84866149381137
5.557,-2.05551898991407,-1.44662348359205,-1.14127919176734,-1.0203679490776,-1.02801983724748,-1.06698537847659,-1.24147226606709,-2.05318922952866,-3.57275881016697,-3.8648162398291
5.558,-2.05803933730845,-1.44660302237592,-1.14039311403352,-1.01830301871557,-1.02565112850279,-1.06444163325405,-1.23804152024338,-2.04391660346533,-3.55284833193669,-3.880865245321
5.559,-2.06058735198407,-1.44661377883649,-1.13954973716752,-1.016273158396,-1.02332356644323,-1.06193802029345,-1.23467108821793,-2.03470338063187,-3.5329494784168,-3.89680131579912
5.56,-2.06316335875915,-1.4466562709554,-1.13874906400249,-1.01427831456281,-1.02103682858283,-1.05947414917047,-1.23136049962505,-2.02554998393953,-3.51307044918831,-3.91261717090531
5.561,-2.06576768652165,-1.44673102790428,-1.13799109938859,-1.01231843606762,-1.01879059763867,-1.05704963626875,-1.22810929118709,-2.01645683558296,-3.49321917043023,-3.928305450314
5.562,-2.06840066828285,-1.44683859028243,-1.13727585025916,-1.01039347417588,-1.01658456148726,-1.054664104689,-1.22491700670006,-2.00742435698875,-3.4734032961408,-3.9438587199966
5.563,-2.07106264123144,-1.44697951035704,-1.13660332569636,-1.00850338257319,-1.0144184131213,-1.05231718415947,-1.22178319701775,-1.99845296876385,-3.45363020984193,-3.95926947884683
5.564,-2.07375394678833,-1.44715435230601,-1.13597353699634,-1.0066481173717,-1.01229185060673,-1.05000851094779,-1.21870742003416,-1.98954309064332,-3.43390702673128,-3.97453016566654
5.565,-2.07647493066216,-1.44736369246305,-1.13538649773382,-1.00482763711673,-1.01020457704003,-1.04773772777419,-1.21568924066448,-1.9806951414378,-3.41424059624988,-3.98963316650799
5.566,-2.07922594290538,-1.44760811956486,-1.13484222382631,-1.00304190279341,-1.00815630050591,-1.04550448372601,-1.21272823082458,-1.97190953898046,-3.39463750503178,-4.00457082237033
5.567,-2.08200733797102,-1.4478882350003,-1.13434073359784,-1.00129087783363,-1.00614673403533,-1.04330843417358,-1.20982396940924,-1.96318670007364,-3.37510408020455,-4.01933543724314
5.568,-2.08481947477012,-1.44820465306123,-1.1338820478422,-0.999574528123033,-1.00417559556384,-1.04114924068741,-1.20697604226898,-1.95452704043506,-3.3556463930099,-4.03391928649136
5.569,-2.08766271672986,-1.44855800119471,-1.13346618988589,-0.997892822008289,-1.00224260789037,-1.03902657095681,-1.20418404218568,-1.94593097464369,-3.33627026271476,-4.04831462557205
5.57,-2.09053743185227,-1.4489489202565,-1.13309318565059,-0.996245730304457,-1.00034749863631,-1.03694009870956,-1.2014475688471,-1.93739891608515,-3.31698126078411,-4.06251369907383
5.571,-2.09344399277368,-1.44937806476538,-1.13276306371535,-0.994633226302586,-0.998490000205078,-1.03488950363325,-1.19876622882009,-1.92893127689689,-3.29778471528905,-4.07650875006684
5.572,-2.09638277682478,-1.44984610315805,-1.13247585537837,-0.993055285777504,-0.996669849742032,-1.03287447129761,-1.19613963552297,-1.92052846791291,-3.27868571552288,-4.09029202974952
5.573,-2.09935416609143,-1.45035371804428,-1.1322315947185,-0.991511886995827,-0.994886789094838,-1.03089469307828,-1.19356740919667,-1.91219089860819,-3.25968911680101,-4.10385580737803
5.574,-2.10235854747599,-1.45090160646193,-1.13203031865646,-0.990003010724127,-0.993140564774256,-1.02894986608186,-1.19104917687498,-1.9039189770428,-3.24079954542072,-4.11719238046079
5.575,-2.10539631275948,-1.45149048013157,-1.13187206701574,-0.988528640237376,-0.991430927915358,-1.02703969307211,-1.1885845723539,-1.89571310980569,-3.22202140375814,-4.13029408520019
5.576,-2.1084678586643,-1.45212106571004,-1.13175688258334,-0.98708876132758,-0.989757634239207,-1.02516388239759,-1.18617323616,-1.88757370195814,-3.20335887548132,-4.14315330716126
5.577,-2.11157358691759,-1.45279410504286,-1.13168481117015,-0.985683362312654,-0.988120444014986,-1.02332214792038,-1.18381481551802,-1.87950115697703,-3.18481593085904,-4.15576249214574
5.578,-2.1147139043154,-1.45351035541471,-1.13165590167124,-0.984312434045532,-0.986519122022596,-1.02151420894613,-1.18150896431752,-1.87149587669764,-3.16639633214652,-4.16811415724789
5.579,-2.11788922278733,-1.45427058979773,-1.13167020612598,-0.982975969923525,-0.984953437515724,-1.01973979015531,-1.17925534307887,-1.86355826125642,-3.14810363903035,-4.18020090206749
5.58,-2.12109995946196,-1.45507559709697,-1.13172777977784,-0.981673965897919,-0.98342316418537,-1.01799862153567,-1.17705361891833,-1.85568870903333,-3.12994121411574,-4.1920154200532
5.581,-2.12434653673284,-1.45592618239254,-1.13182868113429,-0.98040642048384,-0.98192808012393,-1.01629043831593,-1.17490346551254,-1.84788761659404,-3.11191222844079,-4.20355050994882
5.582,-2.12762938232525,-1.45682316717786,-1.13197297202636,-0.979173334770399,-0.980467967789653,-1.0146149809006,-1.17280456306216,-1.84015537863182,-3.09401966700293,-4.21479908731295
5.583,-2.13094892936341,-1.45776738959332,-1.13216071766829,-0.977974712431072,-0.979042613971716,-1.01297199480606,-1.17075659825488,-1.83249238790934,-3.07626633428477,-4.22575419608093
5.584,-2.13430561643854,-1.45875970465494,-1.132391986717,-0.976810559734353,-0.977651809755713,-1.01136123059773,-1.16875926422773,-1.82489903520015,-3.05865485976605,-4.23640902013898
5.585,-2.1376998876774,-1.45980098447704,-1.13266685133153,-0.975680885554771,-0.976295350489708,-1.00978244382849,-1.16681226052873,-1.81737570923013,-3.04118770341117,-4.24675689487529
5.586,-2.1411321928115,-1.46089211848851,-1.13298538723253,-0.974585701384062,-0.974973035750758,-1.00823539497813,-1.16491529307785,-1.80992279661852,-3.02386716112087,-4.25679131867676
5.587,-2.14460298724695,-1.46203401364183,-1.13334767376167,-0.973525021342772,-0.973684669311979,-1.00671984939405,-1.16306807412744,-1.80254068181912,-3.00669537013937,-4.26650596433493
5.588,-2.14811273213485,-1.46322759461401,-1.1337537939411,-0.972498862192059,-0.972430059110128,-1.00523557723296,-1.16127032222184,-1.7952297470611,-2.98967431440735,-4.2758946903273
5.589,-2.15166189444237,-1.46447380399877,-1.13420383453295,-0.97150724334587,-0.971209017213693,-1.00378235340383,-1.15952176215655,-1.78799037228984,-2.97280582985332,-4.2849515519374
5.59,-2.15525094702428,-1.46577360248911,-1.13469788609893,-0.970550186883381,-0.970021359791523,-1.00235995751183,-1.15782212493664,-1.78082293510756,-2.95609160961622,-4.29367081217811
5.591,-2.15888036869523,-1.46712796904933,-1.13523604305999,-0.969627717561817,-0.96886690708198,-1.00096817380336,-1.1561711477346,-1.77372781071392,-2.93953320919243,-4.30204695248196
5.592,-2.16255064430241,-1.4685379010757,-1.13581840375609,-0.968739862829526,-0.96774548336263,-0.999606791112262,-1.15456857384751,-1.76670537184656,-2.92313205150184,-4.31007468312246
5.593,-2.16626226479887,-1.47000441454483,-1.13644507050612,-0.967886652839459,-0.966656916920458,-0.998275602806924,-1.15301415265366,-1.75975598872155,-2.90688943186769,-4.31774895333006
5.594,-2.17001572731733,-1.47152854414873,-1.13711614966799,-0.967068120462915,-0.965601040022641,-0.996974406738604,-1.15150763956839,-1.75288002897379,-2.89080652290568,-4.32506496106834
5.595,-2.17381153524451,-1.47311134341569,-1.13783175169889,-0.966284301303697,-0.96457768888782,-0.995703005190685,-1.15004879599944,-1.74607785759741,-2.87488437931864,-4.33201816243429
5.596,-2.17765019829595,-1.47475388481589,-1.13859199121574,-0.96553523371261,-0.96358670365795,-0.994461204829008,-1.14863738930151,-1.73934983688621,-2.85912394259327,-4.33860428064978
5.597,-2.18153223259133,-1.47645725985067,-1.1393969870559,-0.964820958802254,-0.962627928370674,-0.993248816653188,-1.14727319273017,-1.73269632637399,-2.8435260455961,-4.34481931461075
5.598,-2.18545816073019,-1.47822257912453,-1.14024686233809,-0.964141520462246,-0.961701210932246,-0.992065655948969,-1.14595598539515,-1.726117682775,-2.82809141706644,-4.35065954696212
5.599,-2.18942851186813,-1.48005097239865,-1.14114174452365,-0.963496965374811,-0.960806403090996,-0.990911542241561,-1.1446855522128,-1.71961425992447,-2.8128206860044,-4.35612155166876
5.6,-2.19344382179346,-1.48194358862486,-1.14208176547799,-0.962887343030701,-0.959943360411327,-0.989786299249932,-1.14346168385787,-1.71318640871904,-2.79771438595227,-4.36120220105272
5.601,-2.1975046330041,-1.48390159595899,-1.14306706153248,-0.962312705745527,-0.959111942248292,-0.988689754842136,-1.14228417671455,-1.7068344770575,-2.78277295916858,-4.36589867227078
5.602,-2.20161149478497,-1.48592618175237,-1.14409777354657,-0.961773108676504,-0.958312011722678,-0.987621740991533,-1.14115283282667,-1.70055880978141,-2.76799676069349,-4.37020845320622
5.603,-2.20576496328567,-1.48801855252043,-1.14517404697036,-0.961268609839529,-0.957543435696668,-0.986582093733999,-1.14006745984709,-1.69435974861598,-2.75338606230579,-4.37412934775262
5.604,-2.20996560159839,-1.49017993388709,-1.14629603190749,-0.960799270126722,-0.95680608475004,-0.985570653126073,-1.13902787098628,-1.68823763211106,-2.73894105637063,-4.37765948046821
5.605,-2.21421397983623,-1.49241157050404,-1.14746388317849,-0.960365153324345,-0.956099833156902,-0.984587263204019,-1.13803388495997,-1.68219279558221,-2.72466185957886,-4.38079730058313
5.606,-2.21851067521156,-1.49471472594334,-1.14867776038452,-0.959966326131107,-0.955424558862996,-0.983631771943817,-1.13708532593586,-1.67622557105203,-2.71054851657779,-4.38354158534303
5.607,-2.22285627211477,-1.49709068256265,-1.14993782797159,-0.959602858176979,-0.954780143463546,-0.982704031222059,-1.13618202347944,-1.67033628719166,-2.69660100349426,-4.38589144267598
5.608,-2.22725136219301,-1.49954074134148,-1.15124425529525,-0.95927482204231,-0.954166472181645,-0.981803896777751,-1.1353238124987,-1.66452526926244,-2.68281923135101,-4.3878463131726
5.609,-2.23169654442912,-1.50206622168771,-1.15259721668574,-0.958982293277473,-0.953583433847198,-0.980931228174987,-1.13451053318791,-1.65879283905789,-2.66920304937705,-4.38940597137043
5.61,-2.23619242522069,-1.50466846121295,-1.15399689151373,-0.958725350422942,-0.95303092087641,-0.980085888766505,-1.13374203097017,-1.65313931484581,-2.65575224821331,-4.39057052633877
5.611,-2.24073961845901,-1.50734881547584,-1.15544346425657,-0.958504075029748,-0.952508829251845,-0.979267745658136,-1.13301815643891,-1.64756501131079,-2.6424665630152,-4.39134042156095
5.612,-2.24533874560804,-1.51010865769211,-1.15693712456504,-0.958318551680472,-0.952017058502983,-0.978476669674087,-1.13233876529813,-1.64207023949689,-2.62934567645325,-4.391716434115
5.613,-2.24999043578336,-1.51294937841048,-1.15847806733082,-0.958168868010603,-0.95155551168738,-0.977712535323067,-1.13170371830143,-1.63665530675071,-2.61638922161353,-4.39169967315648
5.614,-2.25469532583095,-1.51587238515326,-1.16006649275443,-0.958055114730494,-0.951124095372347,-0.976975220765275,-1.13111288118963,-1.63132051666468,-2.60359678479949,-4.3912915777093
5.615,-2.25945406040574,-1.51887910202087,-1.16170260641392,-0.957977385647632,-0.950722719617182,-0.97626460778021,-1.13056612462715,-1.62606616902084,-2.59096790823729,-4.39049391377444
5.616,-2.26426729204996,-1.52197096925938,-1.16338661933411,-0.957935777689528,-0.950351297955948,-0.975580581735312,-1.13006332413681,-1.62089255973481,-2.57850209268607,-4.38930877076754
5.617,-2.26913568127112,-1.5251494427901,-1.16511874805657,-0.957930390926987,-0.950009747380803,-0.97492303155539,-1.1296043600332,-1.61579998080031,-2.56619879995556,-4.38773855730088
5.618,-2.27405989661967,-1.52841599370081,-1.16689921471029,-0.957961328597951,-0.949697988325863,-0.974291849692881,-1.12918911735445,-1.61078872023393,-2.55405745533259,-4.38578599632588
5.619,-2.27904061476616,-1.53177210769765,-1.16872824708305,-0.958028697131775,-0.949415944651641,-0.973686932098905,-1.12881748579235,-1.60585906202046,-2.54207744991898,-4.38345411965655
5.62,-2.28407852057787,-1.53521928451737,-1.1706060786935,-0.958132606174055,-0.949163543629987,-0.97310817819508,-1.12848935962072,-1.6010112860585,-2.53025814288247,-4.38074626189469
5.621,-2.28917430719482,-1.5387590372993,-1.17253294886409,-0.958273168611989,-0.948940715929619,-0.972555490846159,-1.12820463762203,-1.5962456681067,-2.5185988636232,-4.37766605378211
5.622,-2.29432867610509,-1.54239289191695,-1.17450910279471,-0.958450500600132,-0.948747395602158,-0.972028776333399,-1.12796322301207,-1.59156247973036,-2.50709891385754,-4.37421741500437
5.623,-2.29954233721944,-1.54612238626874,-1.17653479163716,-0.958664721586872,-0.948583520068749,-0.971527944328719,-1.12776502336271,-1.58696198824851,-2.49575756962166,-4.37040454647542
5.624,-2.30481600894487,-1.54994906952794,-1.17861027257039,-0.958915954341297,-0.948449030107167,-0.971052907869611,-1.12760995052256,-1.58244445668164,-2.48457408319685,-4.36623192213127
5.625,-2.31015041825736,-1.5538745013519,-1.18073580887676,-0.959204324980622,-0.948343869839543,-0.970603583334772,-1.12749792053549,-1.57801014369981,-2.47354768495872,-4.36170428026495
5.626,-2.31554630077352,-1.55790025105066,-1.18291167001889,-0.959529962998248,-0.948267986720556,-0.970179890420529,-1.12742885355696,-1.57365930357142,-2.46267758515267,-4.35682661443398
5.627,-2.32100440082099,-1.56202789671534,-1.1851381317177,-0.959893001292247,-0.948221331526227,-0.969781752117954,-1.12740267376798,-1.56939218611247,-2.45196297559737,-4.35160416397456
5.628,-2.32652547150759,-1.56625902430686,-1.18741547603113,-0.960293576194556,-0.948203858343199,-0.969409094690724,-1.12741930928661,-1.56520903663648,-2.44140303131876,-4.34604240415639
5.629,-2.33211027478906,-1.57059522670565,-1.1897439914339,-0.960731827500634,-0.948215524558631,-0.969061847653699,-1.12747869207704,-1.56111009590498,-2.43099691211641,-4.34014703601328
5.63,-2.33775958153525,-1.57503810272318,-1.19212397289822,-0.961207898499732,-0.948256290850548,-0.968739943752212,-1.12758075785591,-1.55709560007863,-2.42074376406449,-4.33392397588534
5.631,-2.34347417159466,-1.5795892560765,-1.19455572197544,-0.961721936005763,-0.9483261211788,-0.968443318942065,-1.12772544599601,-1.553165780669,-2.41064272094927,-4.32737934470814
