"Freq [GHz]","dB(S(WavePort1,WavePort1)) [] - split1x='16mm' split2x='15mm'","dB(S(WavePort1,WavePort1)) [] - split1x='17mm' split2x='15mm'","dB(S(WavePort1,WavePort1)) [] - split1x='18mm' split2x='15mm'","dB(S(WavePort1,WavePort1)) [] - split1x='19mm' split2x='15mm'","dB(S(WavePort1,WavePort1)) [] - split1x='20mm' split2x='15mm'","dB(S(WavePort1,WavePort1)) [] - split1x='21mm' split2x='15mm'","dB(S(WavePort1,WavePort1)) [] - split1x='22mm' split2x='15mm'","dB(S(WavePort1,WavePort1)) [] - split1x='23mm' split2x='15mm'","dB(S(WavePort1,WavePort1)) [] - split1x='24mm' split2x='15mm'","dB(S(WavePort1,WavePort1)) [] - split1x='25mm' split2x='15mm'"
2.665,-1.30780828951269,-1.00618463205164,-0.734339904148707,-0.623524925919141,-0.54681733302179,-0.50418410324296,-0.480124085606006,-0.495824953313319,-0.535138925498951,-0.592364750966306
2.666,-1.30944515284804,-0.999711433498993,-0.731685653235171,-0.621672604253072,-0.545442669763642,-0.503256112266434,-0.479667693522579,-0.495949640616231,-0.535374615333369,-0.592681242261367
2.667,-1.31074216039339,-0.993267918714593,-0.729053167421334,-0.619856775562654,-0.544102121252805,-0.502365951229472,-0.479233069553219,-0.496094390854961,-0.535631048786381,-0.593019359327035
2.668,-1.31168922888825,-0.986863880547877,-0.726442349404382,-0.618077415858932,-0.542795574849322,-0.501513240783725,-0.478820241976327,-0.49625923251805,-0.535908281169354,-0.593379142339143
2.669,-1.31227781474836,-0.980508370060314,-0.723853109955191,-0.616334505766167,-0.541522922034856,-0.50069761158912,-0.478429242490849,-0.496444197964246,-0.536206371925672,-0.593760635608684
2.67,-1.31250098779273,-0.97420971947669,-0.721285367893166,-0.61462803054845,-0.540284058423851,-0.499918704341832,-0.47806010622872,-0.4966493234325,-0.536525384647726,-0.594163887600768
2.671,-1.31235349113596,-0.967975568451213,-0.718739050067603,-0.61295798013772,-0.539078883775757,-0.499176169790961,-0.477712871768512,-0.496874649053362,-0.536865387095414,-0.594588950955037
2.672,-1.31183178616944,-0.961812892912356,-0.716214091345444,-0.611324349163127,-0.537907302008208,-0.498469668744986,-0.47738758115025,-0.497120218861773,-0.537226451216135,-0.595035882507582
2.673,-1.31093408180638,-0.955728035824844,-0.71371043460547,-0.60972713698185,-0.536769221211252,-0.497798872069072,-0.477084279891425,-0.497386080811298,-0.537608653166358,-0.59550474331434
2.674,-1.30966034743943,-0.949726739281435,-0.711228030738925,-0.608166347711312,-0.535664553662646,-0.49716346067419,-0.476803017004223,-0.497672286789783,-0.538012073334689,-0.595995598676011
2.675,-1.30801230935053,-0.943814177408687,-0.708766838656531,-0.606641990262868,-0.534593215844193,-0.496563125498942,-0.476543845013944,-0.497978892636434,-0.538436796366541,-0.59650851816452
2.676,-1.30599343061051,-0.93799498963979,-0.706326825301925,-0.605154078376956,-0.533555128459138,-0.495997567484922,-0.476306819978676,-0.498305958160365,-0.538882911190374,-0.597043575651011
2.677,-1.30360887480317,-0.932273313971925,-0.703907965671553,-0.603702630659741,-0.532550216450694,-0.495466497546401,-0.476092001510178,-0.498653547160592,-0.539350511045524,-0.59760084933544
2.678,-1.30086545419623,-0.926652819885246,-0.701510242840999,-0.602287670621296,-0.531578409021663,-0.494969636535045,-0.47589945279601,-0.499021727447529,-0.539839693511674,-0.598180421777734
2.679,-1.29777156325173,-0.921136740655445,-0.699133647997803,-0.600909226715312,-0.530639639655166,-0.494506715200324,-0.475729240622931,-0.499410570865932,-0.540350560539943,-0.598782379930574
2.68,-1.29433709861334,-0.915727904841339,-0.696778180480865,-0.599567332380377,-0.529733846136543,-0.49407747414624,-0.475581435401564,-0.499820153319375,-0.540883218485641,-0.59940681517382
2.681,-1.2905733669217,-0.910428766773177,-0.694443847826332,-0.598262026082862,-0.52886097057641,-0.493681663784945,-0.475456111192347,-0.500250554796233,-0.541437778142714,-0.600053823350582
2.682,-1.28649298198554,-0.905241435906973,-0.692130665820243,-0.596993351361416,-0.528020959434892,-0.493319044287758,-0.475353345732768,-0.500701859397209,-0.542014354779867,-0.600723504804973
2.683,-1.28210975297334,-0.900167704944292,-0.689838658557771,-0.595761356873104,-0.52721376354705,-0.492989385534107,-0.475273220465925,-0.501174155364387,-0.542613068178443,-0.601415964421587
2.684,-1.27743856538382,-0.895209076647313,-0.687567858509317,-0.594566096441246,-0.526439338149561,-0.492692467058802,-0.475215820570422,-0.501667535111879,-0.543234042672025,-0.602131311666694
2.685,-1.27249525660502,-0.890366789304501,-0.685318306593425,-0.593407629104927,-0.525697642908612,-0.492428077998106,-0.475181234991593,-0.502182095258054,-0.543877407187842,-0.602869660631194
2.686,-1.26729648787997,-0.885641840824278,-0.683090052256663,-0.592286019170267,-0.52498864194906,-0.49219601703495,-0.47516955647409,-0.502717936659358,-0.544543295289942,-0.603631130075377
2.687,-1.2618596144657,-0.881035011452501,-0.680883153560568,-0.591201336263433,-0.524312303884892,-0.49199609234368,-0.475180881595862,-0.503275164445781,-0.545231845224214,-0.604415843475482
2.688,-1.2562025557045,-0.876546885124854,-0.678697677275731,-0.59015365538548,-0.52366860185099,-0.491828121534635,-0.475215310803527,-0.503853888057964,-0.545943199965273,-0.605223929072118
2.689,-1.25034366662521,-0.872177869477656,-0.676533698983157,-0.589143056968967,-0.523057513536208,-0.491691931598919,-0.475272948449152,-0.504454221285971,-0.54667750726521,-0.606055519920567
2.69,-1.2443016125655,-0.867928214550869,-0.674391303183076,-0.588169626936489,-0.522479021217833,-0.491587358853557,-0.475353902828492,-0.50507628230977,-0.547434919704267,-0.606910753942977
2.691,-1.2380952481558,-0.863798030224604,-0.672270583411238,-0.587233456761054,-0.521933111797397,-0.49151424888741,-0.475458286220659,-0.505720193741434,-0.54821559474347,-0.607789773982534
2.692,-1.23174350184032,-0.859787302436721,-0.670171642362935,-0.586334643528434,-0.521419776837923,-0.491472456507984,-0.475586214929299,-0.506386082669058,-0.549019694779215,-0.60869272785959
2.693,-1.22526526693442,-0.85589590823337,-0.668094592024858,-0.585473290001431,-0.520939012602567,-0.491461845689418,-0.475737809325256,-0.507074080702489,-0.5498473871999,-0.609619768429837
2.694,-1.21867930003653,-0.8521236297073,-0.666039553814956,-0.584649504686182,-0.520490820094753,-0.49148228952186,-0.475913193890768,-0.507784324020822,-0.550698844444576,-0.610571053644491
2.695,-1.21200412743173,-0.84847016688072,-0.664006658730496,-0.583863401900478,-0.520075205099752,-0.491533670162358,-0.476112497265206,-0.508516953421752,-0.551574244063701,-0.611546746612634
2.696,-1.20525795994748,-0.844935149590342,-0.661996047504488,-0.583115101844175,-0.519692178227818,-0.491615878787527,-0.476335852292411,-0.509272114372745,-0.552473768782005,-0.612547015665621
2.697,-1.19845861655369,-0.841518148432212,-0.660007870770665,-0.582404730671704,-0.519341754958822,-0.491728815548096,-0.476583396069594,-0.510049957064137,-0.553397606563521,-0.613572034423728
2.698,-1.19162345684237,-0.838218684823593,-0.658042289237273,-0.581732420566743,-0.51902395568849,-0.49187238952549,-0.476855269997911,-0.510850636464133,-0.554345950678812,-0.614621981864975
2.699,-1.18476932237891,-0.835036240237883,-0.656099473869827,-0.581098309819088,-0.518738805776211,-0.49204651869062,-0.477151619834656,-0.511674312375769,-0.555318999774443,-0.615697042396234
2.7,-1.17791248678982,-0.831970264667108,-0.654179606083114,-0.580502542903751,-0.518486335594504,-0.492251129864959,-0.47747259574716,-0.512521149495832,-0.556316957944732,-0.616797405926642
2.701,-1.17106861434024,-0.829020184364771,-0.652282877942651,-0.579945270562357,-0.518266580580133,-0.492486158684085,-0.477818352368406,-0.51339131747585,-0.557340034805828,-0.617923267943366
2.702,-1.16425272666128,-0.826185408919664,-0.650409492375878,-0.57942664988685,-0.518079581286922,-0.492751549563726,-0.478189048854371,-0.51428499098511,-0.558388445572173,-0.619074829589782
2.703,-1.15747917720982,-0.823465337709171,-0.648559663393342,-0.578946844405568,-0.517925383440302,-0.493047255668496,-0.478584848943172,-0.515202349775778,-0.559462411135363,-0.62025229774611
2.704,-1.15076163298332,-0.820859365778124,-0.646733616320153,-0.578506024171751,-0.517804037993623,-0.493373238883332,-0.479005921015995,-0.516143578750173,-0.560562158145503,-0.621455885112548
2.705,-1.14411306296697,-0.81836688918696,-0.644931588038003,-0.578104365854505,-0.51771560118626,-0.493729469787781,-0.479452438159895,-0.517108868030186,-0.561687919095054,-0.622685810294979
2.706,-1.13754573276062,-0.815987309870498,-0.643153827238063,-0.577742052832266,-0.51766013460357,-0.494115927633206,-0.479924578232452,-0.518098413028963,-0.562839932405271,-0.623942297893296
2.707,-1.13107120481488,-0.813720040046239,-0.641400594685071,-0.577419275288845,-0.517637705238717,-0.494532600322965,-0.480422523928346,-0.5191124145248,-0.564018442515251,-0.625225578592385
2.708,-1.12470034370067,-0.811564506208686,-0.639672163492962,-0.577136230312073,-0.517648385556387,-0.494979484395671,-0.480946462847898,-0.520151078737398,-0.56522369997366,-0.62653588925586
2.709,-1.11844332584053,-0.809520152743942,-0.637968819412362,-0.576893121995116,-0.517692253558514,-0.495456585011577,-0.48149658756758,-0.521214617406429,-0.566455961533194,-0.627873473022595
2.71,-1.11230965314276,-0.807586445196529,-0.636290861130354,-0.576690161540503,-0.517769392851937,-0.495963915942157,-0.482073095712562,-0.522303247872531,-0.567715490247835,-0.629238579406079
2.711,-1.10630816999947,-0.805762873218189,-0.634638600582863,-0.57652756736692,-0.517879892718127,-0.496501499562967,-0.482676190031337,-0.52341719316074,-0.569002555572957,-0.630631464396748
2.712,-1.10044708313521,-0.80404895322648,-0.633012363280075,-0.576405565218848,-0.518023848184982,-0.497069366849789,-0.483306078472425,-0.524556682066428,-0.570317433468329,-0.632052390567242
2.713,-1.09473398382214,-0.802444230798773,-0.631412488645307,-0.576324388279039,-0.518201360100749,-0.497667557378182,-0.483962974263278,-0.525721949243781,-0.571660406504124,-0.633501627180774
2.714,-1.08917587201103,-0.800948282825651,-0.629839330367768,-0.576284277283999,-0.518412535210112,-0.498296119326447,-0.484647095991318,-0.526913235296918,-0.573031763969948,-0.634979450302574
2.715,-1.08377918196183,-0.799560719445657,-0.628293256769631,-0.576285480642396,-0.518657486232475,-0.498955109482084,-0.485358667687288,-0.528130786873633,-0.574431801986975,-0.636486142914575
2.716,-1.07854980899361,-0.798281185781892,-0.626774651187945,-0.576328254556567,-0.518936331942537,-0.499644593251745,-0.486097918910819,-0.529374856761881,-0.575860823623275,-0.638021995033348
2.717,-1.07349313700975,-0.79710936349919,-0.625283912371825,-0.576412863147123,-0.519249197253154,-0.500364644674831,-0.486865084838379,-0.530645703989024,-0.57731913901238,-0.639587303831395
2.718,-1.06861406648993,-0.796044972199261,-0.623821454895445,-0.576539578580747,-0.519596213300562,-0.501115346440647,-0.487660406353595,-0.531943593923943,-0.578807065475168,-0.641182373761848
2.719,-1.0639170426754,-0.795087770669686,-0.622387709587386,-0.576708681201214,-0.519977517532012,-0.501896789909276,-0.488484130139998,-0.533268798382023,-0.580324927645162,-0.642807516686727
2.72,-1.05940608370738,-0.794237558001458,-0.620983123976877,-0.576920459663731,-0.520393253795866,-0.502709075136171,-0.489336508776258,-0.534621595733106,-0.581873057597274,-0.64446305200874
2.721,-1.05508480850989,-0.79349417458839,-0.61960816275748,-0.577175211072614,-0.520843572434221,-0.503552310900491,-0.490217800833956,-0.536002271012495,-0.58345179498013,-0.646149306806786
2.722,-1.05095646423843,-0.792857503020821,-0.618263308268877,-0.577473241122456,-0.521328630378072,-0.504426614737275,-0.491128270977963,-0.537411116035033,-0.585061487152023,-0.647866615975234
2.723,-1.04702395314321,-0.792327468884715,-0.616949060997308,-0.57781486424273,-0.52184859124513,-0.505332112973453,-0.492068190069427,-0.53884842951237,-0.586702489320565,-0.649615322367036
2.724,-1.04328985872119,-0.791904041476469,-0.615665940095359,-0.578200403746013,-0.522403625440327,-0.506268940767798,-0.493037835271518,-0.540314517173441,-0.588375164686174,-0.651395776940809
2.725,-1.03975647105437,-0.791587234442806,-0.614414483921755,-0.57863019197981,-0.522993910259026,-0.507237242154785,-0.494037490157885,-0.541809691888296,-0.590079884589445,-0.653208338911969
2.726,-1.03642581125263,-0.791377106354166,-0.613195250601822,-0.579104570482111,-0.523619629993085,-0.508237170092489,-0.495067444823973,-0.543334273795275,-0.591817028662475,-0.655053375907994
2.727,-1.03329965493818,-0.791273761219381,-0.612008818609403,-0.579623890140703,-0.524280976039752,-0.509268886514492,-0.496127996001201,-0.54488859043169,-0.593586984984332,-0.656931264127954
2.728,-1.03037955472555,-0.791277348948578,-0.610855787370923,-0.580188511356347,-0.524978147013493,-0.510332562385933,-0.497219447174108,-0.546472976868028,-0.595390150240623,-0.658842388506365
2.729,-1.02766686166537,-0.791388065770608,-0.609736777892382,-0.580798804209872,-0.525711348860836,-0.51142837776366,-0.498342108700479,-0.548087775845778,-0.597226929887393,-0.660787142881549
2.73,-1.0251627456333,-0.791606154610729,-0.608652433410138,-0.581455148633251,-0.526480794978242,-0.512556521860593,-0.499496297934591,-0.549733337919002,-0.599097738319367,-0.662765930168511
2.731,-1.02286821465633,-0.791931905433575,-0.607603420066225,-0.582157934584756,-0.527286706333128,-0.513717193114344,-0.500682339353569,-0.551410021599664,-0.601002999042671,-0.664779162536527
2.732,-1.02078413317826,-0.792365655555996,-0.606590427609154,-0.582907562228249,-0.528129311588085,-0.514910599260125,-0.501900564686977,-0.553118193506883,-0.602943144852143,-0.666827261591532
2.733,-1.01891123927384,-0.792907789933808,-0.605614170121058,-0.58370444211669,-0.529008847228348,-0.516136957408012,-0.503151313049687,-0.554858228520126,-0.604918618013334,-0.668910658563408
2.734,-1.01725016082803,-0.793558741426039,-0.604675386772078,-0.584548995379935,-0.529925557692634,-0.51739649412463,-0.504434931078103,-0.556630509936531,-0.606929870449316,-0.671029794498317
2.735,-1.01580143070185,-0.79431899103979,-0.603774842602998,-0.585441653916898,-0.530879695507363,-0.518689445519287,-0.505751773069838,-0.558435429632322,-0.608977363932393,-0.673185120456202
2.736,-1.01456550091094,-0.795189068158445,-0.602913329337121,-0.586382860592159,-0.531871521424402,-0.520016057334654,-0.507102201126869,-0.560273388228554,-0.611061570280854,-0.675377097713576
2.737,-1.01354275584592,-0.796169550755599,-0.602091666222352,-0.587373069437087,-0.532901304562356,-0.521376585042017,-0.508486585302305,-0.562144795261203,-0.613182971560906,-0.67760619797173
2.738,-1.01273352456643,-0.797261065596596,-0.601310700904621,-0.588412745855563,-0.533969322551509,-0.522771293941193,-0.509905303750808,-0.564050069355711,-0.615342060293825,-0.679872903570505
2.739,-1.0121380922023,-0.798464288429448,-0.600571310333694,-0.589502366834355,-0.535075861682509,-0.524200459265152,-0.511358742882765,-0.565989638406138,-0.617539339668575,-0.682177707707755
2.74,-1.01175671049623,-0.799779944166325,-0.599874401702508,-0.590642421158273,-0.536221217058848,-0.525664366289409,-0.512847297522285,-0.567963939758966,-0.619775323759921,-0.68452111466465
2.741,-1.01158960752329,-0.801208807056696,-0.599220913421226,-0.591833409630109,-0.537405692753244,-0.527163310446292,-0.514371371069115,-0.569973420401732,-0.622050537752208,-0.686903640036965
2.742,-1.01163699662189,-0.802751700852786,-0.598611816127159,-0.593075845295489,-0.538629601967999,-0.528697597444105,-0.515931375664566,-0.572018537156545,-0.624365518168959,-0.689325810972481
2.743,-1.01189908457121,-0.804409498967826,-0.598048113731845,-0.594370253672708,-0.539893267199431,-0.530267543391286,-0.517527732361503,-0.574099756878641,-0.626720813108374,-0.691788166414705
2.744,-1.01237607904864,-0.806183124627233,-0.597530844506515,-0.595717172987573,-0.541197020406477,-0.531873474925641,-0.519160871298536,-0.576217556660082,-0.629116982484943,-0.694291257352976
2.745,-1.01306819540018,-0.80807355101258,-0.597061082207282,-0.597117154413412,-0.542541203183507,-0.533515729348705,-0.520831231878479,-0.578372424038731,-0.631554598277251,-0.696835647079229
2.746,-1.01397566275527,-0.810081801398062,-0.596639937241395,-0.598570762316216,-0.543926166937521,-0.535194654765338,-0.522539262951153,-0.580564857212598,-0.634034244782168,-0.699421911451459
2.747,-1.01509872951594,-0.812208949278785,-0.596268557875918,-0.60007857450507,-0.545352273069763,-0.536910610228604,-0.524285423000674,-0.582795365259739,-0.636556518875534,-0.702050639164157
2.748,-1.01643766824876,-0.814456118490039,-0.595948131490276,-0.601641182487906,-0.546819893161854,-0.538663965890062,-0.526070180337282,-0.585064468363772,-0.639122030279535,-0.7047224320258
2.749,-1.01799278000586,-0.816824483316433,-0.595679885874095,-0.603259191732625,-0.548329409166586,-0.54045510315548,-0.527894013293835,-0.587372698045195,-0.641731401836888,-0.70743790524365
2.75,-1.01976439809996,-0.819315268589557,-0.595465090571828,-0.604933221933686,-0.54988121360342,-0.542284414846165,-0.52975741042702,-0.589720597398631,-0.64438526979201,-0.710197687715963
2.751,-1.02175289135576,-0.82192974977252,-0.595305058275693,-0.606663907284201,-0.551475709758821,-0.54415230536589,-0.531660870723478,-0.592108721336124,-0.647084284079343,-0.713002422331844
2.752,-1.02395866685855,-0.824669253029543,-0.595201146268435,-0.608451896753586,-0.553113311891515,-0.546059190873571,-0.533604903810849,-0.59453763683662,-0.649829108618959,-0.715852766278884
2.753,-1.0263821722185,-0.827535155278485,-0.595154757917511,-0.610297854370853,-0.554794445442808,-0.548005499461806,-0.535590030173882,-0.597007923201828,-0.652620421619688,-0.718749391358842
2.754,-1.02902389736718,-0.830528884223928,-0.595167344222305,-0.612202459513559,-0.556519547252012,-0.549991671341306,-0.537616781375732,-0.599520172318556,-0.655458915889833,-0.721692984311444
2.755,-1.03188437590069,-0.83365191836819,-0.595240405415963,-0.614166407202453,-0.558289065777143,-0.552018159031357,-0.539685700284526,-0.602074988927681,-0.658345299155749,-0.724684247146626
2.756,-1.03496418598171,-0.836905786997336,-0.595375492623495,-0.61619040840191,-0.560103461320952,-0.554085427556446,-0.541797341305306,-0.604672990899929,-0.661280294388376,-0.727723897485312
2.757,-1.03826395081079,-0.840292070139058,-0.595574209577836,-0.618275190326128,-0.561963206262453,-0.556193954649069,-0.543952270617506,-0.607314809518618,-0.664264640137979,-0.730812668908978
2.758,-1.04178433867497,-0.843812398488868,-0.595838214395488,-0.620421496751143,-0.563868785293984,-0.558344230958911,-0.546151066417982,-0.610001089769486,-0.667299090877215,-0.733951311318201
2.759,-1.0455260625799,-0.847468453300866,-0.596169221413453,-0.62263008833269,-0.565820695663987,-0.56053676026846,-0.548394319169824,-0.61273249063781,-0.670384417352726,-0.737140591300396
2.76,-1.04948987946959,-0.851261966239014,-0.596569003089079,-0.624901742929901,-0.567819447425569,-0.562772059715164,-0.550682631856959,-0.615509685412958,-0.673521406945451,-0.740381292506924
2.761,-1.05367658903597,-0.855194719184437,-0.597039391964585,-0.627237255934886,-0.569865563690985,-0.565050660020268,-0.553016620244744,-0.618333362000547,-0.676710864039857,-0.743674216039833
2.762,-1.05808703211828,-0.859268543994041,-0.597582282697791,-0.629637440608131,-0.571959580892121,-0.567373105724413,-0.555396913146577,-0.621204223242351,-0.679953610402223,-0.747020180848406
2.763,-1.06272208869078,-0.863485322205338,-0.598199634160781,-0.632103128419771,-0.574102049047166,-0.569739955430142,-0.557824152696752,-0.624122987244186,-0.683250485568219,-0.750420024135725
2.764,-1.06758267543494,-0.867846984681953,-0.598893471608062,-0.634635169396669,-0.576293532033477,-0.572151782051396,-0.560298994629562,-0.627090387711874,-0.686602347239959,-0.753874601775513
2.765,-1.07266974289075,-0.872355511194002,-0.599665888915756,-0.637234432475281,-0.578534607866861,-0.57460917307015,-0.562822108564844,-0.63010717429552,-0.690010071692667,-0.757384788739409
2.766,-1.07798427217988,-0.877012929927039,-0.600519050893341,-0.639901805860263,-0.580825868987313,-0.577112730800293,-0.565394178300059,-0.633174112942245,-0.693474554191244,-0.760951479534976
2.767,-1.08352727129164,-0.881821316912904,-0.601455195669374,-0.642638197388761,-0.58316792255137,-0.579663072658875,-0.568015902109014,-0.636291986257567,-0.69699670941682,-0.764575588654574
2.768,-1.08929977092098,-0.886782795375264,-0.602476637152489,-0.645444534900299,-0.585561390731167,-0.582260831444821,-0.570687993047353,-0.639461593875605,-0.700577471903564,-0.76825805103537
2.769,-1.0953028198462,-0.891899534982427,-0.603585767568966,-0.648321766612194,-0.588006911020329,-0.584906655625298,-0.573411179264935,-0.642683752838274,-0.704217796485882,-0.771999822530733
2.77,-1.10153747983239,-0.8971737509991,-0.60478506007792,-0.651270861500365,-0.590505136546786,-0.587601209629778,-0.576186204325214,-0.645959297983703,-0.707918658756246,-0.775801880393121
2.771,-1.10800482004507,-0.902607703328764,-0.606077071465123,-0.654292809685442,-0.593056736392661,-0.590345174151967,-0.579013827531716,-0.649289082343986,-0.711681055533773,-0.779665223768829
2.772,-1.1147059109571,-0.908203695437418,-0.607464444916207,-0.657388622824013,-0.595662395921307,-0.593139246459738,-0.581894824261759,-0.652673977552483,-0.715506005343809,-0.783590874204679
2.773,-1.12164181773055,-0.913964073149072,-0.608949912869872,-0.660559334504823,-0.598322817111601,-0.595984140713145,-0.584829986307488,-0.656114874260903,-0.719394548908634,-0.787579876166957
2.774,-1.12881359305394,-0.919891223302836,-0.610536299951462,-0.663806000649787,-0.601038718899638,-0.598880588290674,-0.587820122224384,-0.659612682566236,-0.723347749649535,-0.791633297572766
2.775,-1.13622226941404,-0.925987572260709,-0.612226525986983,-0.667129699919537,-0.603810837527887,-0.601829338123863,-0.590866057687268,-0.663168332447846,-0.727366694200317,-0.795752230333982
2.776,-1.14386885078047,-0.932255584254766,-0.614023609097415,-0.670531534123324,-0.606639926901896,-0.604831157040367,-0.593968635854013,-0.66678277421478,-0.731452492932508,-0.799937790914056
2.777,-1.15175430368037,-0.938697759561629,-0.615930668872752,-0.674012628632971,-0.609526758954738,-0.607886830115667,-0.597128717736962,-0.670456978963596,-0.735606280492427,-0.804191120897849
2.778,-1.15987954763955,-0.945316632491533,-0.61795092962484,-0.677574132800556,-0.61247212401913,-0.61099716103344,-0.600347182582206,-0.674191939046765,-0.739829216350127,-0.808513387574622
2.779,-1.16824544496616,-0.952114769178703,-0.620087723717722,-0.681217220379561,-0.615476831207485,-0.614162972454811,-0.603624928256775,-0.677988668551915,-0.744122485360559,-0.812905784534461
2.78,-1.17685278985231,-0.959094765158861,-0.622344494973553,-0.684943089949021,-0.618541708799822,-0.617385106396515,-0.606962871643873,-0.681848203792024,-0.748487298336897,-0.817369532278209
2.781,-1.18570229676904,-0.966259242719241,-0.624724802151774,-0.688752965340344,-0.621667604639724,-0.620664424618144,-0.610361949046163,-0.685771603806757,-0.752924892636294,-0.821905878841095
2.782,-1.19479458812999,-0.973610848005559,-0.627232322498506,-0.692648096066335,-0.624855386538358,-0.624001809018557,-0.613823116597243,-0.689759950875108,-0.757436532758092,-0.826516100430265
2.783,-1.20413018119965,-0.981152247869716,-0.629870855362461,-0.696629757751867,-0.628105942686612,-0.62739816204153,-0.617347350681326,-0.693814351039464,-0.762023510954593,-0.831201502076181
2.784,-1.21370947422252,-0.988886126441329,-0.632644325872889,-0.700699252565754,-0.631420182075415,-0.63085440709082,-0.620935648361208,-0.697935934641261,-0.766687147854479,-0.835963418298165
2.785,-1.22353273175076,-0.996815181405398,-0.635556788674321,-0.704857909653172,-0.634799034924296,-0.634371488954651,-0.624589027814526,-0.702125856868414,-0.77142879309899,-0.840803213784097
2.786,-1.23360006914917,-1.00494211996759,-0.638612431711697,-0.709107085567992,-0.638243453118183,-0.637950374239742,-0.628308528778409,-0.706385298314532,-0.776249825990784,-0.845722284084318
2.787,-1.24391143625812,-1.01326965448798,-0.641815580058684,-0.713448164704316,-0.641754410652457,-0.64159205181499,-0.632095213002468,-0.710715465550157,-0.781151656155592,-0.850722056319835
2.788,-1.25446660019777,-1.0218004977634,-0.645170699780612,-0.717882559726475,-0.64533290408632,-0.645297533264805,-0.635950164710156,-0.715117591706052,-0.786135724216654,-0.855803989904784
2.789,-1.26526512729904,-1.03053735793753,-0.648682401822245,-0.722411711996621,-0.648979953004387,-0.649067853352204,-0.63987449106854,-0.719592937068661,-0.791203502481839,-0.860969577283206
2.79,-1.27630636415118,-1.03948293301764,-0.652355445909194,-0.727037091999053,-0.652696600486579,-0.652904070491731,-0.64386932266639,-0.724142789687833,-0.796356495643478,-0.866220344680051
2.791,-1.28758941775888,-1.04863990497572,-0.656194744450117,-0.731760199760226,-0.656483913586155,-0.656807267232162,-0.647935814000569,-0.728768465996797,-0.801596241490707,-0.871557852866297
2.792,-1.29911313480726,-1.05801093341143,-0.660205366425232,-0.736582565263455,-0.660342983815919,-0.660778550749102,-0.652075143970699,-0.733471311444514,-0.806924311634278,-0.876983697938119
2.793,-1.31087608003847,-1.06759864875371,-0.664392541244689,-0.74150574885715,-0.664274927642527,-0.664819053347464,-0.656288516381993,-0.738252701140404,-0.812342312243646,-0.882499512109949
2.794,-1.32287651374956,-1.0774056449771,-0.668761662558229,-0.746531341655293,-0.668280886988678,-0.668929932973767,-0.66057716045612,-0.743114040511368,-0.817851884796035,-0.888106964521117
2.795,-1.33511236842886,-1.08743447180874,-0.67331829199531,-0.751660965928875,-0.672362029743209,-0.673112373738303,-0.664942331350052,-0.74805676597119,-0.823454706837372,-0.893807762055931
2.796,-1.34758122455597,-1.09768762640138,-0.678068162812427,-0.756896275486859,-0.676519550278847,-0.677367586447102,-0.669385310682682,-0.753082345602196,-0.829152492754613,-0.899603650176777
2.797,-1.36028028559934,-1.10816754444758,-0.683017183421371,-0.762238956045022,-0.680754669977452,-0.681696809143596,-0.673907407069029,-0.758192279849062,-0.834946994559203,-0.905496413769851
2.798,-1.37320635225591,-1.11887659071029,-0.68817144076956,-0.767690725581178,-0.685068637762611,-0.68610130765999,-0.678509956661871,-0.763388102224743,-0.840840002681209,-0.911487878003201
2.799,-1.38635579598761,-1.12981704894467,-0.693537203539809,-0.773253334674769,-0.689462730639196,-0.690582376178089,-0.683194323700478,-0.768671380028222,-0.846833346773565,-0.917579909196273
2.8,-1.39972453192265,-1.14099111118654,-0.699120925133884,-0.778928566829071,-0.693938254239765,-0.695141337799577,-0.687961901066229,-0.77404371507403,-0.852928896525962,-0.923774415700641
2.801,-1.41330799120185,-1.15240086638309,-0.704929246399887,-0.784718238773865,-0.698496543377393,-0.699779545125486,-0.692814110844749,-0.779506744433198,-0.859128562487642,-0.930073348790993
2.802,-1.42710109286562,-1.1640482883419,-0.710968998059588,-0.79062420074635,-0.703138962604569,-0.70449838084473,-0.697752404894227,-0.785062141185358,-0.865434296898401,-0.936478703565675
2.803,-1.44109821539193,-1.17593522297536,-0.717247202787153,-0.796648336747904,-0.707866906777812,-0.709299258331346,-0.702778265419441,-0.79071161518171,-0.871848094526955,-0.942992519855814
2.804,-1.45529316801295,-1.18806337481857,-0.723771076885992,-0.802792564774191,-0.712681801627499,-0.714183622250343,-0.707893205551112,-0.796456913818366,-0.878371993515748,-0.94961688314206
2.805,-1.46967916195537,-1.20043429280007,-0.730548031504894,-0.809058837015788,-0.717585104332408,-0.719152949171655,-0.71309876992998,-0.80229982281969,-0.885008076231122,-0.956353925477668
2.806,-1.48424878176862,-1.21304935524676,-0.737585673329337,-0.815449140026526,-0.72257830409847,-0.724208748191996,-0.71839653529512,-0.808242167031072,-0.891758470117791,-0.963205826416811
2.807,-1.49899395692413,-1.22590975410585,-0.744891804677284,-0.821965494856244,-0.727662922740946,-0.729352561564078,-0.723788111075703,-0.814285811220484,-0.898625348556137,-0.970174813946415
2.808,-1.51390593389062,-1.23901647837004,-0.752474422922802,-0.828609957144813,-0.732840515269572,-0.734585965332835,-0.729275139985683,-0.820432660888232,-0.905610931721138,-0.97726316542018
